
MINUTE: Average=230.88137502040107, Max=231.02831132564285, Min=230.6875796077179
MINUTE: Average=232.34735664879346, Max=232.42387639972733, Min=232.2486309284892
MINUTE: Average=232.21553994415342, Max=232.42631895209254, Min=232.08912331757
MINUTE: Average=232.36877939402012, Max=232.5526895464981, Min=232.19780397390156
MINUTE: Average=232.42710924457614, Max=232.55261946850885, Min=232.24972203176975
MINUTE: Average=232.62014814202217, Max=232.85957957442787, Min=232.43965825551848
MINUTE: Average=232.7016692340644, Max=232.82893984244066, Min=232.595237885243
MINUTE: Average=232.67132322430948, Max=232.83060403352115, Min=232.56149270294705
MINUTE: Average=232.6159556388005, Max=232.7174119808715, Min=232.49579791411674
MINUTE: Average=232.73187029525172, Max=232.86599010626242, Min=232.66358169740755
MINUTE: Average=233.1183819801619, Max=233.2685662826814, Min=232.86395780257715
MINUTE: Average=233.24603901870304, Max=233.3761648823779, Min=233.1236181240565
MINUTE: Average=233.3164440442291, Max=233.53689923329318, Min=233.1906311798694
MINUTE: Average=233.50575894535325, Max=233.6267800893357, Min=233.4254222255829
MINUTE: Average=233.4023756801241, Max=233.51436311740113, Min=233.27801344054424
MINUTE: Average=233.5667826925119, Max=233.70830223875996, Min=233.40985017335356
MINUTE: Average=233.4765175883479, Max=233.56802736142777, Min=233.3691508678135
MINUTE: Average=233.42812191382674, Max=233.561504656767, Min=233.2868185251383
MINUTE: Average=233.15478955705373, Max=233.37401146291333, Min=232.9901562269886
MINUTE: Average=233.29600113039686, Max=233.44054920874606, Min=233.11737922969078
MINUTE: Average=233.08638306993834, Max=233.24606658659474, Min=232.91391171028204
MINUTE: Average=233.08582151888803, Max=233.2011085053506, Min=232.90205354069323
MINUTE: Average=232.85674667570663, Max=233.05584321837645, Min=232.7328147011863
MINUTE: Average=233.06802876301379, Max=233.29077726868934, Min=232.90044408156294
MINUTE: Average=233.16623146563518, Max=233.3828414588188, Min=232.93528033549356
MINUTE: Average=232.98642581088671, Max=233.16061738922977, Min=232.80945652345034
MINUTE: Average=233.19227816666276, Max=233.32045425729606, Min=233.1056295894649
MINUTE: Average=233.11175441965514, Max=233.30342187296728, Min=232.93043942613738
MINUTE: Average=232.8991846767161, Max=233.02376074232197, Min=232.74782272478066
MINUTE: Average=232.81009707989767, Max=233.01327917657127, Min=232.63759186710232
MINUTE: Average=232.76550791863434, Max=232.85685435264332, Min=232.68089896843543
MINUTE: Average=232.7033647873877, Max=232.89706387838595, Min=232.50665235389607
MINUTE: Average=232.5596766385748, Max=232.680791003929, Min=232.46363575083527
MINUTE: Average=232.6682931607808, Max=232.85077745633953, Min=232.4946079914863
MINUTE: Average=232.6594661234314, Max=232.78379537814246, Min=232.52428982737638
MINUTE: Average=232.59483210300004, Max=232.75846761051525, Min=232.47076214172276
MINUTE: Average=232.5692000627867, Max=232.87071002889837, Min=232.26795093805788
MINUTE: Average=232.63964486069867, Max=232.80033759592354, Min=232.42829804101672
MINUTE: Average=232.38396371973073, Max=232.4781950644497, Min=232.31421046419092
MINUTE: Average=232.16525669009016, Max=232.42182826870265, Min=231.8733889326707
MINUTE: Average=231.82436834026765, Max=231.98082289737695, Min=231.66127727002495
MINUTE: Average=232.0551343790662, Max=232.35324138011435, Min=231.78269565018638
MINUTE: Average=232.2377081026586, Max=232.46845061567947, Min=232.0750894955776
MINUTE: Average=232.3976089121878, Max=232.57766378127496, Min=232.22914675694145
MINUTE: Average=232.21974073945844, Max=232.58610370675044, Min=231.86609892130897
MINUTE: Average=231.87847802128877, Max=232.02304960798935, Min=231.74275824521166
MINUTE: Average=231.6725186057629, Max=231.80456787782518, Min=231.52254860774065
MINUTE: Average=231.7272523665375, Max=231.90495033676922, Min=231.54784320917364
MINUTE: Average=231.47784994754858, Max=231.68498534825105, Min=231.3071990222499
MINUTE: Average=231.37995337036836, Max=231.69372084260434, Min=231.2014417723622
MINUTE: Average=231.89977958886348, Max=232.05682445686608, Min=231.68374899312855
MINUTE: Average=231.94773902572877, Max=232.04216643240247, Min=231.83101632430987
MINUTE: Average=231.8687005717779, Max=231.98803880702275, Min=231.75087007876448
MINUTE: Average=231.7648936228088, Max=231.9122055596473, Min=231.6372473172777
MINUTE: Average=231.73449775649428, Max=231.8774088982435, Min=231.6141153895787
MINUTE: Average=231.72373081621419, Max=231.81721368901074, Min=231.62093953649796
MINUTE: Average=231.52277790150205, Max=231.80534446094362, Min=231.21120041570623
MINUTE: Average=231.30271467865313, Max=231.47639625417867, Min=231.09866441012218
MINUTE: Average=231.02991849695215, Max=231.1289860255351, Min=230.91389109051067
MINUTE: Average=231.1683859393677, Max=231.45877682486199, Min=230.94671213354812
MINUTE: Average=231.52925060227273, Max=231.69561479561804, Min=231.3529287616529
MINUTE: Average=231.75304607917946, Max=231.97938885438924, Min=231.50662447787252
MINUTE: Average=231.73784080945507, Max=231.96379255346818, Min=231.5276799716526
MINUTE: Average=231.55307628667444, Max=231.63484506015232, Min=231.4481916483529
MINUTE: Average=231.49748051266207, Max=231.5938210358281, Min=231.37879920311147
MINUTE: Average=231.57262224920103, Max=231.75493946663312, Min=231.42588419231743
MINUTE: Average=231.63624225618028, Max=231.82255222866002, Min=231.49201991629684
MINUTE: Average=231.75010523591803, Max=231.9130242476047, Min=231.5843215636188
MINUTE: Average=231.53339626991934, Max=231.80750290321117, Min=231.38304393887645
MINUTE: Average=231.92574943793153, Max=232.02485352818977, Min=231.79935806745723
MINUTE: Average=231.8494185798502, Max=231.98279203297938, Min=231.67961019369665
MINUTE: Average=231.88852568363174, Max=232.04403061860566, Min=231.72617072438334
MINUTE: Average=231.90838466440388, Max=231.99076058263756, Min=231.83869904432376
MINUTE: Average=232.04891866795595, Max=232.21765828851798, Min=231.84211483582567
MINUTE: Average=232.13690468726588, Max=232.2233097199279, Min=232.01295696539893
MINUTE: Average=232.19072528578897, Max=232.37709404527723, Min=232.06828670005822
MINUTE: Average=231.93413070460647, Max=232.15183307236802, Min=231.7405275271076
MINUTE: Average=231.89685837956347, Max=232.12742221451126, Min=231.67473861214776
MINUTE: Average=231.57207029313034, Max=231.77608096410472, Min=231.47669362198354
MINUTE: Average=231.4055069249418, Max=231.59330820762307, Min=231.09181182641046
MINUTE: Average=231.1524988552751, Max=231.25416196500342, Min=231.02330843096715
MINUTE: Average=231.03456790840693, Max=231.20759220943071, Min=230.86898545697318
MINUTE: Average=230.94939995460842, Max=231.0489190296956, Min=230.8127279326127
MINUTE: Average=230.80141265197662, Max=230.94899327132498, Min=230.5702599759034
MINUTE: Average=230.52184130701977, Max=230.66624315177043, Min=230.3709580128925
MINUTE: Average=230.2990176016712, Max=230.44910357241957, Min=230.14163430060702
MINUTE: Average=230.08797837055445, Max=230.22093517800656, Min=229.9962847345315
MINUTE: Average=230.36819922098343, Max=230.5951156643778, Min=230.2123337492134
MINUTE: Average=230.33516609210847, Max=230.58897830186856, Min=230.08205997328443
MINUTE: Average=229.9913306592839, Max=230.11000171031867, Min=229.87370091555593
MINUTE: Average=229.96179892144153, Max=230.07838784296163, Min=229.81211765820808
MINUTE: Average=230.16892639598242, Max=230.3651068961326, Min=229.99968651168413
MINUTE: Average=230.1196103664094, Max=230.30463612461367, Min=229.96414479284206
MINUTE: Average=229.9320497429888, Max=230.06361336700016, Min=229.77187928270203
MINUTE: Average=229.56641327086933, Max=229.78970204770107, Min=229.31345919353464
MINUTE: Average=229.4369796187899, Max=229.61924771924336, Min=229.3053287058813
MINUTE: Average=229.74860421490953, Max=229.98028830388188, Min=229.40717869998304
MINUTE: Average=230.00907016380546, Max=230.1046159062708, Min=229.9393973366674
MINUTE: Average=229.77014984373423, Max=229.99321171289344, Min=229.49248495843133
MINUTE: Average=229.26804774630773, Max=229.56605693528513, Min=229.08284036106923
MINUTE: Average=229.3237283387025, Max=229.43967694675396, Min=229.23240528819946
MINUTE: Average=229.2982494085072, Max=229.41661725284354, Min=229.22444234884125
MINUTE: Average=229.3984396904188, Max=229.70112632141957, Min=229.22802566939117
MINUTE: Average=229.6750453431949, Max=229.7842129574614, Min=229.57341604572534
MINUTE: Average=229.6970249160644, Max=229.82085711290074, Min=229.53425661261954
MINUTE: Average=229.46118103408696, Max=229.57522512031403, Min=229.29069502808855
MINUTE: Average=229.1384317478136, Max=229.2928340142671, Min=229.01749552807027
MINUTE: Average=229.19279639219914, Max=229.28308954871008, Min=229.10420139032874
MINUTE: Average=229.2550700598505, Max=229.42137343520704, Min=228.99501806545476
MINUTE: Average=229.38695833221618, Max=229.53612294150398, Min=229.17586341118246
MINUTE: Average=229.23435098316602, Max=229.31798981665744, Min=229.16090450254413
MINUTE: Average=229.05472835036502, Max=229.23903875278572, Min=228.92055534702655
MINUTE: Average=229.12349023905054, Max=229.29778478563736, Min=228.9322798899735
MINUTE: Average=229.08508287532445, Max=229.23232018329588, Min=228.98605248791458
MINUTE: Average=229.2799839659305, Max=229.45207594919125, Min=229.08338139827825
MINUTE: Average=229.2768719119953, Max=229.4572066576528, Min=229.08235319678582
MINUTE: Average=229.19607488982194, Max=229.27770987799036, Min=229.13770417386755
MINUTE: Average=229.2165157722432, Max=229.31536010048967, Min=229.11574023089224
MINUTE: Average=229.1179330903243, Max=229.2374786735137, Min=228.95765599209358
MINUTE: Average=229.2439317664602, Max=229.44056099006085, Min=228.96769781524958
MINUTE: Average=229.61475520630793, Max=229.82840267809695, Min=229.3161354462915
MINUTE: Average=229.5060509160407, Max=229.62067405266234, Min=229.400417601348
MINUTE: Average=229.26488568325166, Max=229.50372454150371, Min=229.08754944293995
MINUTE: Average=229.09791345049268, Max=229.3011436161801, Min=228.99507523888056
MINUTE: Average=229.07199509682022, Max=229.17227653553354, Min=228.996608875401
MINUTE: Average=229.11073666304162, Max=229.21842397881633, Min=229.02096944174173
MINUTE: Average=229.2074629952259, Max=229.437177905309, Min=229.0327773697898
MINUTE: Average=229.2761339113733, Max=229.38308561352645, Min=229.20769371872697
MINUTE: Average=229.43564722921585, Max=229.52250644515394, Min=229.34079572877772
MINUTE: Average=229.42763756912143, Max=229.6145697527364, Min=229.32529349229577
MINUTE: Average=229.34510973096315, Max=229.49396719932577, Min=229.17270296894364
MINUTE: Average=229.0767301237857, Max=229.26388019049355, Min=228.9837426004137
MINUTE: Average=229.21055246216466, Max=229.41965772303766, Min=229.0725565745799
MINUTE: Average=229.40889177713706, Max=229.51064539701943, Min=229.33161251520613
MINUTE: Average=229.3566257152084, Max=229.58604021922775, Min=229.12857153984564
MINUTE: Average=228.96621377631283, Max=229.12115738527675, Min=228.8286441070141
MINUTE: Average=228.7997881632952, Max=228.90328963108144, Min=228.6363105047355
MINUTE: Average=228.7322764562869, Max=228.90465959752586, Min=228.55999440458154
MINUTE: Average=228.6744747762229, Max=228.89324458909417, Min=228.5394084962299
MINUTE: Average=228.83410131795426, Max=228.91904202085837, Min=228.76038734794443
MINUTE: Average=228.8898066422274, Max=228.98015789060128, Min=228.77883115563847
MINUTE: Average=228.77050036954873, Max=228.9501909613748, Min=228.67083787249135
MINUTE: Average=228.77347802151553, Max=228.8926556561995, Min=228.5838960047762
MINUTE: Average=228.52854397213721, Max=228.70185038247632, Min=228.36620577698528
MINUTE: Average=228.71425702774783, Max=228.93130957609122, Min=228.58157746735066
MINUTE: Average=228.81478342068422, Max=228.96566274001157, Min=228.63275620121772
MINUTE: Average=228.52551589467606, Max=228.66882702072667, Min=228.39214806914927
MINUTE: Average=228.4139609979831, Max=228.578842418396, Min=228.17101656893544
MINUTE: Average=228.23426888123143, Max=228.3456671574184, Min=228.02958241307945
MINUTE: Average=228.12832575025416, Max=228.44105131143255, Min=227.94963402343132
MINUTE: Average=228.4081038524645, Max=228.52131460870012, Min=228.2541375106837
MINUTE: Average=228.49293455576245, Max=228.62790052763663, Min=228.34550051942742
MINUTE: Average=228.462499024967, Max=228.5972198841929, Min=228.38165354867505
MINUTE: Average=228.5732161619859, Max=228.66765836457648, Min=228.41133856207074
MINUTE: Average=228.56226854975083, Max=228.6973360701857, Min=228.4135939606033
MINUTE: Average=228.83220065205526, Max=229.10552993788392, Min=228.65609160441446
MINUTE: Average=228.96808582626744, Max=229.06376429006897, Min=228.75584340252456
MINUTE: Average=228.7754490508931, Max=228.98224900960867, Min=228.6392299137787
MINUTE: Average=229.10850070305932, Max=229.27788579067362, Min=228.96529291747802
MINUTE: Average=229.2934595922212, Max=229.38526308139123, Min=229.19103655458787
MINUTE: Average=229.2628515569334, Max=229.36253384127536, Min=229.1434839874017
MINUTE: Average=229.1918837282241, Max=229.33583672214732, Min=229.04370041215304
MINUTE: Average=229.3107119606519, Max=229.4005782673676, Min=229.2176059339122
MINUTE: Average=229.00545306257956, Max=229.25309030530244, Min=228.84734613019617
MINUTE: Average=228.87134743606978, Max=229.01770561177068, Min=228.74998569187326
MINUTE: Average=228.7997389178017, Max=228.88904855165632, Min=228.68688865983353
MINUTE: Average=228.79557858946552, Max=228.94767507431598, Min=228.65748081107563
MINUTE: Average=229.0931710205552, Max=229.2541886241836, Min=228.8985986898994
MINUTE: Average=229.20567162218356, Max=229.32675887478467, Min=229.1030228468567
MINUTE: Average=229.21048800870432, Max=229.3745681996916, Min=229.05132353834546
MINUTE: Average=229.42303847306573, Max=229.55120997823002, Min=229.30540299103475
MINUTE: Average=229.68428024840279, Max=229.77807979608747, Min=229.55609003030068
MINUTE: Average=229.61629351926712, Max=229.69486018967473, Min=229.5062291381917
MINUTE: Average=229.576871237112, Max=229.7034904559191, Min=229.47487122416817
MINUTE: Average=229.40386348538897, Max=229.62049314623704, Min=229.20290829278443
MINUTE: Average=229.16059422779276, Max=229.23241979089872, Min=229.05026511687183
MINUTE: Average=228.99934394157873, Max=229.1928243050508, Min=228.84206371793638
MINUTE: Average=229.00424741871515, Max=229.16153559330903, Min=228.88524901496004
MINUTE: Average=228.90721803741891, Max=229.08285913203989, Min=228.7059282041932
MINUTE: Average=228.64881410078002, Max=228.80900059526525, Min=228.5199386626932
MINUTE: Average=228.88246380478444, Max=229.01991229692354, Min=228.70099961106368
MINUTE: Average=228.5423926125685, Max=228.7800162540404, Min=228.29162470324155
MINUTE: Average=228.42860784487337, Max=228.52945898464208, Min=228.2948410939266
MINUTE: Average=228.65351068799933, Max=228.79191641544548, Min=228.54314195124658
MINUTE: Average=228.48322927675915, Max=228.60867553517107, Min=228.3527618455451
MINUTE: Average=228.1513733438617, Max=228.35870694263272, Min=227.95636860856484
MINUTE: Average=227.68228418223623, Max=227.94538931972244, Min=227.5377512473331
MINUTE: Average=227.84375756685967, Max=227.9864048416586, Min=227.72688199932455
MINUTE: Average=228.23814450533635, Max=228.36696415562145, Min=227.99912536032934
MINUTE: Average=228.1246237258274, Max=228.30122065420096, Min=227.9639113288411
MINUTE: Average=228.1350248891142, Max=228.3223675190917, Min=227.94243410364749
MINUTE: Average=228.11792017579253, Max=228.25452752680104, Min=228.0093553113412
MINUTE: Average=228.4440027098369, Max=228.5874999799003, Min=228.2554549896414
MINUTE: Average=228.47411630163757, Max=228.63717953769498, Min=228.18819193532624
MINUTE: Average=227.97201757634127, Max=228.2043191826135, Min=227.65845902540448
MINUTE: Average=227.7573961288684, Max=227.8835390265305, Min=227.65926498749187
MINUTE: Average=227.70289794043265, Max=227.8515963864437, Min=227.53110650521856
MINUTE: Average=227.37449059765552, Max=227.62657936344644, Min=227.1835372995128
MINUTE: Average=227.20678816790831, Max=227.40756159303564, Min=227.007271030919
MINUTE: Average=227.06350321070533, Max=227.21295058191535, Min=226.91886034874605
MINUTE: Average=227.14635965887118, Max=227.37197293759834, Min=226.94351283380323
MINUTE: Average=227.30358498844407, Max=227.38600047829334, Min=227.2067656057317
MINUTE: Average=227.35976227247937, Max=227.53221695893342, Min=227.1183584119941
MINUTE: Average=227.09259886269408, Max=227.2616015675288, Min=226.9203165142874
MINUTE: Average=226.86250901935733, Max=227.01647598104597, Min=226.74214438180235
MINUTE: Average=227.05695939778948, Max=227.16816009091664, Min=226.9513411074901
MINUTE: Average=226.9451188052838, Max=227.13965963482656, Min=226.79283617056606
MINUTE: Average=226.82163503990185, Max=226.94009951578118, Min=226.6779052022718
MINUTE: Average=226.70540921107192, Max=226.78774507371398, Min=226.61710752547356
MINUTE: Average=226.74357506870368, Max=226.90591660153112, Min=226.5684573918096
MINUTE: Average=226.99920927672449, Max=227.14908369653926, Min=226.8640584335764
MINUTE: Average=227.22082093113778, Max=227.49180949837557, Min=227.01529349581838
MINUTE: Average=227.658771817723, Max=227.77362258869243, Min=227.45801173987783
MINUTE: Average=227.4074757761152, Max=227.6597654775401, Min=227.26375308321323
MINUTE: Average=227.37799985182554, Max=227.5206521478946, Min=227.26200104061013
MINUTE: Average=227.36195077641202, Max=227.51060972640346, Min=227.21118553355828
MINUTE: Average=227.591228943875, Max=227.75136582693264, Min=227.466957479707
MINUTE: Average=227.77035142941511, Max=227.9515005164915, Min=227.57138013880552
MINUTE: Average=227.58051925529054, Max=227.74441857243676, Min=227.3355268875859
MINUTE: Average=227.27221594966485, Max=227.51067512205475, Min=227.0205108616422
MINUTE: Average=226.99901233175487, Max=227.11833894178937, Min=226.79596380087088
MINUTE: Average=226.84019114294296, Max=226.96673413885577, Min=226.71427585364464
MINUTE: Average=226.6053628578208, Max=226.8117009896693, Min=226.42087988074942
MINUTE: Average=226.50815354952246, Max=226.61690673163392, Min=226.35016767348043
MINUTE: Average=226.2321747953303, Max=226.33169690917902, Min=226.14046280910918
MINUTE: Average=226.180810796589, Max=226.35324805595698, Min=226.02264709084966
MINUTE: Average=226.29437682512784, Max=226.4198233225587, Min=226.09811163109424
MINUTE: Average=226.22641930739024, Max=226.35657194204788, Min=226.07011153322168
MINUTE: Average=226.64062111629556, Max=226.9048482586686, Min=226.38187007978098
MINUTE: Average=226.81911254181225, Max=227.0836908848432, Min=226.69004673098024
MINUTE: Average=227.38812578458564, Max=227.83552069566122, Min=226.9821283546111
MINUTE: Average=227.78046394066453, Max=227.92166883854068, Min=227.63630072362807
MINUTE: Average=227.78972453167063, Max=227.9316440874984, Min=227.6279073855888
MINUTE: Average=227.6231194449554, Max=227.82494377432445, Min=227.41815473958212
MINUTE: Average=227.79482617168009, Max=227.91523576840447, Min=227.67385689202194
MINUTE: Average=227.59332231244073, Max=227.83680617765668, Min=227.42222676798687
MINUTE: Average=227.5693555412042, Max=227.81227229114813, Min=227.34369435387003
MINUTE: Average=227.6644970984527, Max=227.77819168037442, Min=227.5812128936758
MINUTE: Average=227.84568989011711, Max=228.00957677250952, Min=227.60013848011022
MINUTE: Average=227.87567873003096, Max=228.02276983358797, Min=227.73512655249726
MINUTE: Average=227.60531988268477, Max=227.8655629512334, Min=227.403064334183
MINUTE: Average=227.72983245638068, Max=228.07253001884646, Min=227.50464239529052
MINUTE: Average=227.76623479925075, Max=227.90781396999031, Min=227.6384490093819
MINUTE: Average=227.48303066083452, Max=227.73760702461107, Min=227.36362373614978
MINUTE: Average=227.587896438508, Max=227.80375787041075, Min=227.3715085978799
MINUTE: Average=227.96355018683795, Max=228.10169317589313, Min=227.78341941840702
MINUTE: Average=227.79812607110438, Max=227.90767507634064, Min=227.70491536536122
MINUTE: Average=227.88660149625497, Max=228.00319443713397, Min=227.72726938043735
MINUTE: Average=227.97737155859554, Max=228.0833621226527, Min=227.89752428572803
MINUTE: Average=228.33046061769423, Max=228.51130285277756, Min=228.03714448786357
FIFTEEN_MINUTES: Average=208.5643350560185, Max=209.2550495053984, Min=207.8911865987952
FIFTEEN_MINUTES: Average=208.21523420696485, Max=209.36288346872237, Min=207.4739497409731
FIFTEEN_MINUTES: Average=208.46245897560914, Max=209.2321017773553, Min=207.7373011250203
FIFTEEN_MINUTES: Average=209.54292401271726, Max=210.1563732232622, Min=208.68111505088152
FIFTEEN_MINUTES: Average=210.96006520800861, Max=212.39957520353016, Min=209.71195112639688
FIFTEEN_MINUTES: Average=211.993135039103, Max=212.3900632284364, Min=211.34685743788657
FIFTEEN_MINUTES: Average=211.19854751889554, Max=211.84241651183905, Min=210.4624919226311
FIFTEEN_MINUTES: Average=210.32564703494708, Max=211.02621122690798, Min=209.6436323196471
FIFTEEN_MINUTES: Average=210.186856980496, Max=210.8250807251726, Min=209.528600945602
FIFTEEN_MINUTES: Average=209.39908847824526, Max=209.9008037044744, Min=208.75784359621443
FIFTEEN_MINUTES: Average=208.45482196644193, Max=209.39971251924794, Min=207.58922779903463
FIFTEEN_MINUTES: Average=208.78432827519845, Max=209.42936413040346, Min=207.87465132541922
FIFTEEN_MINUTES: Average=208.08797190186763, Max=209.2952035466873, Min=206.83709197874538
FIFTEEN_MINUTES: Average=206.42027770011484, Max=206.9609084586826, Min=205.83338940379915
FIFTEEN_MINUTES: Average=207.1219860095963, Max=207.60870730383752, Min=206.3329592343694
FIFTEEN_MINUTES: Average=207.16270962286464, Max=207.52552484341533, Min=206.80413979657843
FIFTEEN_MINUTES: Average=207.57689844517898, Max=208.28294241100656, Min=206.88560206177274
FIFTEEN_MINUTES: Average=207.69445797859737, Max=208.11645898177989, Min=207.06254289667103
FIFTEEN_MINUTES: Average=207.23859743739004, Max=207.54140691085246, Min=206.98765259863785
FIFTEEN_MINUTES: Average=207.15258438253568, Max=207.89433446104732, Min=206.20665806137745
FIFTEEN_MINUTES: Average=206.74511095847384, Max=207.29082995726796, Min=206.11109963744957
FIFTEEN_MINUTES: Average=206.26566867820247, Max=206.92411704859555, Min=205.7343594368441
FIFTEEN_MINUTES: Average=206.5756662873666, Max=207.25915394924408, Min=206.12775370781745
FIFTEEN_MINUTES: Average=206.10613394147103, Max=206.95458850827777, Min=204.916015377231
FIFTEEN_MINUTES: Average=205.26349753785908, Max=205.77947824163252, Min=204.80756157552474
FIFTEEN_MINUTES: Average=206.02570980888817, Max=206.6724699175599, Min=205.07174685353542
FIFTEEN_MINUTES: Average=206.63128485799504, Max=207.06045717461717, Min=206.14760425118564
FIFTEEN_MINUTES: Average=205.89040179207603, Max=206.5745100539015, Min=204.9418275801799
FIFTEEN_MINUTES: Average=205.22506940943865, Max=205.6767759568817, Min=204.6484275372937
FIFTEEN_MINUTES: Average=205.3336720645364, Max=205.72386849329374, Min=205.00611626970078
FIFTEEN_MINUTES: Average=205.14567131228523, Max=205.50313243295898, Min=204.6804421166069
FIFTEEN_MINUTES: Average=206.2514997035213, Max=207.29518050534867, Min=204.77757136583205
FIFTEEN_MINUTES: Average=207.63849092843472, Max=208.2641392556581, Min=206.72335350599047
FIFTEEN_MINUTES: Average=208.54934996696244, Max=209.14642889609223, Min=208.04517995733258
FIFTEEN_MINUTES: Average=209.0852094393366, Max=209.57151192959185, Min=208.47020322132772
FIFTEEN_MINUTES: Average=209.9608659114189, Max=210.6780703196077, Min=208.93576351226633
FIFTEEN_MINUTES: Average=211.24642833216203, Max=211.94831963101822, Min=210.59788534624198
FIFTEEN_MINUTES: Average=211.41353232218776, Max=212.09204367632313, Min=211.00172459316755
FIFTEEN_MINUTES: Average=211.63386633630037, Max=212.25163917249088, Min=211.14103359595998
FIFTEEN_MINUTES: Average=211.78254888272448, Max=212.3913847459944, Min=211.1700606545232
FIFTEEN_MINUTES: Average=212.27732478967144, Max=212.85381733142435, Min=211.91462689531997
FIFTEEN_MINUTES: Average=212.1305700154212, Max=212.63886476975745, Min=211.5453446304921
FIFTEEN_MINUTES: Average=211.78736881481882, Max=212.2543920321618, Min=211.094954145237
FIFTEEN_MINUTES: Average=212.7431325537145, Max=213.46826236090956, Min=211.69302538741715
FIFTEEN_MINUTES: Average=212.58498873966573, Max=212.9659098984594, Min=212.11201819254487
FIFTEEN_MINUTES: Average=211.88169586124857, Max=212.84037806377776, Min=211.2252653360283
FIFTEEN_MINUTES: Average=212.59470416779746, Max=213.32585183030298, Min=211.96705190492588
FIFTEEN_MINUTES: Average=213.22674457398506, Max=213.64834896312442, Min=212.84248709952848
