
MINUTE: Average=103.53597317530499, Max=103.64195698902422, Min=103.4204348652116
MINUTE: Average=103.8252621770247, Max=103.93162057983956, Min=103.71795894029911
MINUTE: Average=103.71909663362626, Max=103.83662888737001, Min=103.57748532167359
MINUTE: Average=103.70923040075637, Max=103.92375931319026, Min=103.51664935389387
MINUTE: Average=103.96451787486153, Max=104.06538126605496, Min=103.87856024014388
MINUTE: Average=103.82993781528533, Max=104.01113114046788, Min=103.65274648037087
MINUTE: Average=103.63089637812715, Max=103.7638796767316, Min=103.47176993516025
MINUTE: Average=103.32830850645713, Max=103.54595087065198, Min=103.10976797684685
MINUTE: Average=103.27069797382657, Max=103.41819167594176, Min=103.14051930348478
MINUTE: Average=103.27222356620875, Max=103.40838508881728, Min=103.07991197889139
MINUTE: Average=103.39074592634213, Max=103.53224577074609, Min=103.24296733606884
MINUTE: Average=103.26314700271011, Max=103.44966496841536, Min=103.11039131726885
MINUTE: Average=103.11723264843668, Max=103.1945600022878, Min=102.99944322643954
MINUTE: Average=103.15856008647935, Max=103.3033291571318, Min=102.89171072258341
MINUTE: Average=102.80057206972494, Max=102.9476318659058, Min=102.62657115522525
MINUTE: Average=102.47804374270875, Max=102.67534636016927, Min=102.20962698404048
MINUTE: Average=102.2471681225954, Max=102.38299713591314, Min=102.1139841759962
MINUTE: Average=102.35293914292467, Max=102.43354316029861, Min=102.22101850204032
MINUTE: Average=102.44047239764785, Max=102.54412498745216, Min=102.29433540078715
MINUTE: Average=102.38602357273294, Max=102.44621544470016, Min=102.2434532295717
MINUTE: Average=102.21283996885131, Max=102.34178411741708, Min=102.06207847268578
MINUTE: Average=102.35445284609708, Max=102.54367445343917, Min=102.16089251552219
MINUTE: Average=102.55382614734093, Max=102.72669737564952, Min=102.31357664944446
MINUTE: Average=102.04214478359486, Max=102.35707904965751, Min=101.84732602849553
MINUTE: Average=101.93054258706754, Max=102.08138416889656, Min=101.74345263425495
MINUTE: Average=101.72229014033628, Max=101.85721110626922, Min=101.4684271794126
MINUTE: Average=101.18099719937926, Max=101.51306165831978, Min=100.97091982075156
MINUTE: Average=101.00936506335161, Max=101.16860230343165, Min=100.90892221888711
MINUTE: Average=100.80573896413375, Max=100.96287528164152, Min=100.63834328566354
MINUTE: Average=100.65299760917709, Max=100.78748340186708, Min=100.50370678882854
MINUTE: Average=100.533636902052, Max=100.74704267122814, Min=100.28534950822042
MINUTE: Average=100.65401240051821, Max=100.86147007499119, Min=100.4867850561799
MINUTE: Average=101.00981195373559, Max=101.2237790109966, Min=100.72585813788605
MINUTE: Average=100.93199375715535, Max=101.06900835075817, Min=100.74234324706939
MINUTE: Average=100.989211322214, Max=101.08522782467865, Min=100.84659104330862
MINUTE: Average=100.83094633358206, Max=101.05447088401405, Min=100.6628858390862
MINUTE: Average=100.55219895973849, Max=100.66152825921073, Min=100.40815422434383
MINUTE: Average=100.50027355577667, Max=100.61427763740541, Min=100.4009742732187
MINUTE: Average=100.65774442862775, Max=100.84371726899425, Min=100.4803754543953
MINUTE: Average=100.91185123253219, Max=101.07560001254795, Min=100.79398274037301
MINUTE: Average=100.7725526093614, Max=101.03542256660711, Min=100.59483400333268
MINUTE: Average=100.61824874721015, Max=100.71928991314054, Min=100.50374493444407
MINUTE: Average=100.6608741499327, Max=100.78096434872798, Min=100.55100880650373
MINUTE: Average=100.63087836692613, Max=100.77498683342786, Min=100.51929262823907
MINUTE: Average=100.57129804074061, Max=100.76026127503923, Min=100.41922111984033
MINUTE: Average=100.61096357549698, Max=100.73692155855626, Min=100.44885286243691
MINUTE: Average=100.50223404220853, Max=100.7036930122755, Min=100.36114574462344
MINUTE: Average=100.30267919252164, Max=100.45229736876387, Min=100.14040566389549
MINUTE: Average=100.16860813766698, Max=100.27941304731237, Min=100.06961387381044
MINUTE: Average=99.93309969592927, Max=100.14211274601165, Min=99.77947044825075
MINUTE: Average=99.95857224084426, Max=100.04934320847309, Min=99.82172698776819
MINUTE: Average=100.01639822862036, Max=100.17639106416729, Min=99.8985638989864
MINUTE: Average=100.11251015730588, Max=100.2803103659244, Min=99.98414017404828
MINUTE: Average=99.91986137430649, Max=100.05886934303389, Min=99.83077815907285
MINUTE: Average=99.96750887591051, Max=100.08117777471108, Min=99.87104677361098
MINUTE: Average=99.96323136801551, Max=100.10473945801124, Min=99.73068495291125
MINUTE: Average=99.98827525125826, Max=100.17284244250389, Min=99.84634083242679
MINUTE: Average=100.03095004235168, Max=100.13319982228172, Min=99.88500405410436
MINUTE: Average=100.17330766325794, Max=100.32022552679676, Min=99.95589121114995
MINUTE: Average=99.92165845709626, Max=100.01097838602175, Min=99.78959843831436
MINUTE: Average=100.03909713435343, Max=100.20673473204663, Min=99.78974638112177
MINUTE: Average=100.06917826180512, Max=100.29327089942048, Min=99.80608087724457
MINUTE: Average=99.86145987589715, Max=99.96527614839299, Min=99.73412017879812
MINUTE: Average=99.84370594652192, Max=99.98724628977583, Min=99.74298711229014
MINUTE: Average=99.61417382376867, Max=99.86138957712858, Min=99.43074871917848
MINUTE: Average=99.33787187328578, Max=99.51922580375893, Min=99.17526362096552
MINUTE: Average=99.40042865501388, Max=99.52865768027945, Min=99.24015961192684
MINUTE: Average=99.31681876268411, Max=99.45225738555348, Min=99.17831253613325
MINUTE: Average=99.11245165537353, Max=99.29227115891348, Min=98.92076669607351
MINUTE: Average=98.99659138904582, Max=99.06244697799515, Min=98.88257870752588
MINUTE: Average=98.9959992482141, Max=99.20080711686217, Min=98.87526913915362
MINUTE: Average=99.10328489500631, Max=99.3546898115708, Min=98.88766282707614
MINUTE: Average=99.33793326015234, Max=99.46409064626556, Min=99.23590616368286
MINUTE: Average=99.11475984844327, Max=99.23014804709567, Min=98.97069180693327
MINUTE: Average=98.94687243281027, Max=99.05778736963643, Min=98.8220166603956
MINUTE: Average=99.07873535949534, Max=99.17057347786634, Min=98.90919906316569
MINUTE: Average=98.98327182087525, Max=99.08230576572335, Min=98.8321778451398
MINUTE: Average=98.92861609406894, Max=99.0139982649966, Min=98.8150137118087
MINUTE: Average=98.77459484320792, Max=98.9954664213513, Min=98.68454635568986
MINUTE: Average=98.90737973806559, Max=99.10268902000904, Min=98.76773452167504
MINUTE: Average=99.03456352898935, Max=99.21457217335265, Min=98.86979568907607
MINUTE: Average=98.63813784778365, Max=99.03531902627148, Min=98.40933540317292
MINUTE: Average=98.48967503061971, Max=98.67287806781273, Min=98.32790639869047
MINUTE: Average=98.31552956904787, Max=98.3890721039881, Min=98.2188401032725
MINUTE: Average=98.22295355745786, Max=98.33727711931547, Min=98.08990297192562
MINUTE: Average=98.05618964580887, Max=98.40311554495366, Min=97.83392550454326
MINUTE: Average=97.99790079935093, Max=98.12417031833569, Min=97.86786091590155
MINUTE: Average=98.14846099810896, Max=98.27438153518635, Min=98.02759751561422
MINUTE: Average=98.22225736762562, Max=98.5201932543253, Min=98.08362321407463
MINUTE: Average=98.52812975011935, Max=98.6276550692123, Min=98.38744856003208
MINUTE: Average=98.57300604864697, Max=98.7265623192841, Min=98.35297479989187
MINUTE: Average=98.41568136810368, Max=98.5883344510192, Min=98.23769088504149
MINUTE: Average=98.21489957073985, Max=98.32052588271212, Min=98.13222862657368
MINUTE: Average=98.09369547804877, Max=98.25165590523245, Min=97.97629246038258
MINUTE: Average=97.9320194566445, Max=98.20075791785278, Min=97.76187080841429
MINUTE: Average=97.83644462796104, Max=98.02862773877531, Min=97.68713596734808
MINUTE: Average=97.93926312890784, Max=98.06006413945182, Min=97.82007561369822
MINUTE: Average=97.99274416400303, Max=98.0978948171614, Min=97.87747208235889
MINUTE: Average=97.9421449883239, Max=98.09492570330436, Min=97.77478443641544
MINUTE: Average=97.76216251707596, Max=97.87466085277033, Min=97.68399752928217
MINUTE: Average=97.93376712585653, Max=98.04313031565034, Min=97.81618252697464
MINUTE: Average=97.90833587965342, Max=98.02403249119953, Min=97.77021098583504
MINUTE: Average=97.87365761782827, Max=97.9908020419259, Min=97.76072100726702
MINUTE: Average=98.10863330253109, Max=98.19901721931757, Min=97.97614334458066
MINUTE: Average=98.09658728725023, Max=98.2332149381827, Min=98.01731544530814
MINUTE: Average=98.13204144255214, Max=98.35827476721006, Min=97.91421212702062
MINUTE: Average=98.03704140470695, Max=98.24869571710079, Min=97.82690253797831
MINUTE: Average=97.99097944346687, Max=98.20523811158787, Min=97.71014321362735
MINUTE: Average=97.72760396455759, Max=97.86417366415178, Min=97.56661551401001
MINUTE: Average=97.85129190050208, Max=98.01967586473236, Min=97.70726892468284
MINUTE: Average=97.76580638657644, Max=97.87652516124469, Min=97.61676637641578
MINUTE: Average=97.56577737787964, Max=97.68844098140872, Min=97.39099386783748
MINUTE: Average=97.30283986555351, Max=97.44572837975763, Min=97.20048690277443
MINUTE: Average=97.4340316664997, Max=97.70288890091904, Min=97.16237266127028
MINUTE: Average=97.59775933720661, Max=97.70912397689636, Min=97.52085044161575
MINUTE: Average=97.5676252081101, Max=97.74874061107053, Min=97.40805922721427
MINUTE: Average=97.25466499208754, Max=97.39396582655645, Min=97.16628811835706
MINUTE: Average=97.43957015526313, Max=97.58156683081513, Min=97.20993033277331
MINUTE: Average=97.24811710461834, Max=97.55408988314372, Min=97.02187511752611
MINUTE: Average=96.98128255278003, Max=97.09309305247528, Min=96.74909802025755
MINUTE: Average=96.80061525885921, Max=96.92136220692718, Min=96.6741194764772
MINUTE: Average=96.71898522922196, Max=96.8708549513293, Min=96.5347358764739
MINUTE: Average=96.74290074652366, Max=96.89493871668377, Min=96.54669712519404
MINUTE: Average=96.5674477344366, Max=96.68012660098012, Min=96.45038548787502
MINUTE: Average=96.70084254814272, Max=96.90957885079467, Min=96.50450411708871
MINUTE: Average=97.01316225997617, Max=97.1783910361105, Min=96.8725769686999
MINUTE: Average=97.2164548802241, Max=97.39519458907809, Min=97.05096524595096
MINUTE: Average=97.36793348087654, Max=97.44195383292453, Min=97.30037592063151
MINUTE: Average=97.38301986129113, Max=97.56152119459763, Min=97.21685074007813
MINUTE: Average=97.41609150498172, Max=97.61492954640603, Min=97.28601039971309
MINUTE: Average=97.47931365316897, Max=97.57279220731034, Min=97.31732549021883
MINUTE: Average=97.3250062983404, Max=97.52665376655263, Min=97.1494341536036
MINUTE: Average=97.73267180780199, Max=97.84766180924375, Min=97.56662531108037
MINUTE: Average=97.72779506127236, Max=97.85575323996522, Min=97.55029128609038
MINUTE: Average=97.6184544386954, Max=97.78973609127216, Min=97.47392554757455
MINUTE: Average=97.82134617103193, Max=97.93493462255599, Min=97.57346372636658
MINUTE: Average=97.61376521545763, Max=97.69361197631181, Min=97.5132412988204
MINUTE: Average=97.63735875389392, Max=97.73502200271129, Min=97.57081714212748
MINUTE: Average=97.71262061791074, Max=97.83926366314782, Min=97.58929354869863
MINUTE: Average=97.43943171288315, Max=97.71396055395411, Min=97.25612207227628
MINUTE: Average=97.30424526814564, Max=97.55946240060595, Min=97.07902026833038
MINUTE: Average=97.38957482864285, Max=97.58754086838903, Min=97.23224506566751
MINUTE: Average=97.41938392403054, Max=97.60574708219032, Min=97.3058402514512
MINUTE: Average=97.67139401383174, Max=97.80639495769829, Min=97.55610227453592
MINUTE: Average=97.58551530617365, Max=97.74949467494638, Min=97.42687528547543
MINUTE: Average=97.5187585903798, Max=97.69557109528628, Min=97.39498175484388
MINUTE: Average=97.53144289557399, Max=97.64375401609821, Min=97.4357242579732
MINUTE: Average=97.41644639969255, Max=97.58777836519066, Min=97.2363229632802
MINUTE: Average=97.13261310366943, Max=97.34652724829606, Min=96.90492002561064
MINUTE: Average=97.03867051864744, Max=97.14394198046317, Min=96.94552501075532
MINUTE: Average=97.03576844597252, Max=97.14551025028165, Min=96.92677503463068
MINUTE: Average=97.03107996247591, Max=97.13949458967132, Min=96.8744320856103
MINUTE: Average=96.86344104094879, Max=97.03754781238581, Min=96.7106152767355
MINUTE: Average=96.73801966430747, Max=96.8604858787711, Min=96.64087959392891
MINUTE: Average=96.6360083817515, Max=96.76576814482844, Min=96.48000553638624
MINUTE: Average=96.39748386077989, Max=96.51910099436003, Min=96.26657737097386
MINUTE: Average=96.57026031045058, Max=96.78555234462915, Min=96.39673853584446
MINUTE: Average=96.62671075395593, Max=96.73035502059483, Min=96.49671984561964
MINUTE: Average=96.76163835114805, Max=96.84976269939929, Min=96.68197164954066
MINUTE: Average=96.72994160499886, Max=96.87347343829994, Min=96.54302300842056
MINUTE: Average=96.98632769126955, Max=97.15387029830414, Min=96.84144897984854
MINUTE: Average=96.91842511253286, Max=97.05479352120055, Min=96.80766986537301
MINUTE: Average=96.92441937307935, Max=97.12098362398767, Min=96.81724726434658
MINUTE: Average=97.14488585697434, Max=97.2558834317625, Min=97.00669278646812
MINUTE: Average=97.37929735917324, Max=97.50200560895155, Min=97.26387678335041
MINUTE: Average=97.42834991767315, Max=97.57017494074633, Min=97.32252174389345
MINUTE: Average=97.39134138671666, Max=97.52028244859122, Min=97.24359322866793
MINUTE: Average=97.32906183021045, Max=97.50228289936082, Min=97.18392403800685
MINUTE: Average=97.61360396180052, Max=97.88630998151376, Min=97.42826031034001
MINUTE: Average=97.63230971203544, Max=97.90810913980711, Min=97.39555938701537
MINUTE: Average=97.49942777839965, Max=97.58701849317933, Min=97.37074874048568
MINUTE: Average=97.56876748475891, Max=97.6970038109637, Min=97.3142704678687
MINUTE: Average=97.64466389685097, Max=97.71940180055286, Min=97.55840588058292
MINUTE: Average=97.65079577706601, Max=97.74786647057213, Min=97.5745798174733
MINUTE: Average=97.67943718842645, Max=97.94388677922002, Min=97.44167269184182
MINUTE: Average=98.1357910707246, Max=98.25351876814602, Min=97.98522299889768
MINUTE: Average=98.2469766583648, Max=98.34361835462857, Min=98.13170737320407
MINUTE: Average=98.23397541001144, Max=98.48928477652971, Min=98.13749854360155
MINUTE: Average=98.35370920922391, Max=98.62091254578247, Min=98.1377898662597
MINUTE: Average=98.21843056606173, Max=98.36395097932953, Min=98.10462192994078
MINUTE: Average=97.99054849337514, Max=98.22032697844082, Min=97.83753122856845
MINUTE: Average=97.89292708713408, Max=98.00552817951802, Min=97.77303558519563
MINUTE: Average=97.93333955952734, Max=98.0870750118392, Min=97.7432947520944
MINUTE: Average=98.0311305087168, Max=98.1889109842321, Min=97.81088874351616
MINUTE: Average=97.93127867197316, Max=98.10430266300159, Min=97.73939665894419
MINUTE: Average=97.81504882414542, Max=98.1041379997425, Min=97.62666687275453
MINUTE: Average=97.89190862320818, Max=98.17687392258604, Min=97.69752016269545
MINUTE: Average=98.05446506289017, Max=98.17488327322525, Min=97.91085776112627
MINUTE: Average=98.02105397542053, Max=98.18964290017959, Min=97.88023528071712
MINUTE: Average=97.88008722150555, Max=98.05008279068389, Min=97.75912177751172
MINUTE: Average=97.9664864651006, Max=98.14751790607126, Min=97.77874443356806
MINUTE: Average=97.95416436161734, Max=98.1375799457522, Min=97.74850336073276
MINUTE: Average=97.8882305062601, Max=98.0321258599419, Min=97.70166311780113
MINUTE: Average=97.70040657088231, Max=97.93973425580619, Min=97.46882107799523
MINUTE: Average=97.50006659743917, Max=97.62760519093911, Min=97.38518148479137
MINUTE: Average=97.54645453237791, Max=97.72999953275458, Min=97.39191487772382
MINUTE: Average=97.50064929682308, Max=97.68577755500651, Min=97.28363680125752
MINUTE: Average=97.45029560293143, Max=97.60197650651754, Min=97.31075473309566
MINUTE: Average=97.42388204963821, Max=97.57345065295834, Min=97.31676606280251
MINUTE: Average=97.52195911735016, Max=97.6815428933747, Min=97.34342339818973
MINUTE: Average=97.56291717698838, Max=97.7305464116783, Min=97.36844691593494
MINUTE: Average=97.50568698238592, Max=97.70837194459101, Min=97.32390090710223
MINUTE: Average=97.69332773545122, Max=97.84086249338385, Min=97.45687850439697
MINUTE: Average=97.85432229935448, Max=98.16605534367524, Min=97.63847598855459
MINUTE: Average=98.0915225111156, Max=98.27456521997651, Min=97.92790846511414
MINUTE: Average=98.03042759559511, Max=98.13657789227838, Min=97.88515959772181
MINUTE: Average=98.04642460031005, Max=98.15246958829809, Min=97.94416927343725
MINUTE: Average=98.169831387335, Max=98.37240644204594, Min=97.97839184042176
MINUTE: Average=98.31834460899648, Max=98.41551491313648, Min=98.25128101889824
MINUTE: Average=98.33854862136312, Max=98.43592510508478, Min=98.16294804714241
MINUTE: Average=98.38497981007161, Max=98.45201961011264, Min=98.30948983338146
MINUTE: Average=98.09722828488718, Max=98.36757269997968, Min=97.95937711992232
MINUTE: Average=98.0638699421583, Max=98.14308327368275, Min=97.97123180454123
MINUTE: Average=98.08199952795745, Max=98.2400814835585, Min=97.98406708868148
MINUTE: Average=98.02333035517741, Max=98.09300454285423, Min=97.93325718788887
MINUTE: Average=97.99441674874478, Max=98.11699322998571, Min=97.86819978210877
MINUTE: Average=98.13163225147659, Max=98.28360701721203, Min=98.01086801459779
MINUTE: Average=98.147411388947, Max=98.26801743645039, Min=98.03434845753594
MINUTE: Average=98.05010014327975, Max=98.15852731015322, Min=97.95741096429947
MINUTE: Average=98.0330110778783, Max=98.135597579018, Min=97.90085597371299
MINUTE: Average=97.86757696436932, Max=98.01744372477384, Min=97.75066702261648
MINUTE: Average=97.97181819111569, Max=98.09108543731206, Min=97.7608801202837
MINUTE: Average=98.23135486755318, Max=98.46562435176664, Min=98.06151392350799
MINUTE: Average=98.62202283970029, Max=98.8317160628159, Min=98.45302688533569
MINUTE: Average=98.97119817198625, Max=99.1110003048359, Min=98.8013524541394
MINUTE: Average=98.9796304828581, Max=99.1083511952107, Min=98.88888548201776
MINUTE: Average=99.27173682923954, Max=99.43336517720861, Min=99.09160433326758
MINUTE: Average=99.44785806848647, Max=99.65395772966238, Min=99.14447712722968
MINUTE: Average=99.02402034470744, Max=99.14667453373252, Min=98.8638186855429
MINUTE: Average=99.00157876666361, Max=99.14128610318961, Min=98.87325232699173
MINUTE: Average=98.83510696547658, Max=99.03631428982406, Min=98.66084355506865
MINUTE: Average=98.81448250758054, Max=99.02339848373846, Min=98.62321325472693
MINUTE: Average=98.99000206607346, Max=99.12701860254302, Min=98.85703391999131
MINUTE: Average=99.18305715221635, Max=99.36193319743072, Min=98.98287515155457
MINUTE: Average=99.20404774201583, Max=99.33023309570618, Min=99.07891018554483
MINUTE: Average=99.20738113904746, Max=99.3547632904, Min=98.97188230969326
MINUTE: Average=99.12483830473958, Max=99.24737186792247, Min=98.96200733286948
MINUTE: Average=99.31216848967584, Max=99.50193952656187, Min=99.09004493430092
MINUTE: Average=99.17635565103373, Max=99.27890522084203, Min=99.03119596251148
MINUTE: Average=99.08697722065561, Max=99.17586863873801, Min=98.96649334078104
MINUTE: Average=98.91204601561189, Max=99.10747629371699, Min=98.58448437176777
MINUTE: Average=98.61642466995944, Max=98.75781698464709, Min=98.37858050676488
MINUTE: Average=98.37382235936677, Max=98.50186627111256, Min=98.2877474372177
MINUTE: Average=98.47495066104813, Max=98.6559493666283, Min=98.24192114190846
MINUTE: Average=98.8070843574007, Max=99.01474260949335, Min=98.63553692030635
MINUTE: Average=98.91864755225485, Max=99.05269657744614, Min=98.79684518356073
MINUTE: Average=99.19455672338212, Max=99.3739948265587, Min=98.91713086244633
MINUTE: Average=99.34334866504567, Max=99.47999502124192, Min=99.22819344174597
MINUTE: Average=99.12634982828801, Max=99.39556761658143, Min=98.89782528564729
MINUTE: Average=99.14736906630716, Max=99.45929480232147, Min=98.93261494305625
MINUTE: Average=99.33711931529082, Max=99.4660977268346, Min=99.20231170661731
MINUTE: Average=99.26379126835423, Max=99.39303425926705, Min=99.11773454632285
MINUTE: Average=99.21106263740405, Max=99.34228641345688, Min=99.08309107260307
MINUTE: Average=99.12468036630708, Max=99.2171277147888, Min=98.97327020076679
MINUTE: Average=99.11563860017958, Max=99.24445020134776, Min=98.92255752677235
MINUTE: Average=99.03951922105877, Max=99.1508311635759, Min=98.92696219082237
MINUTE: Average=99.06679144980608, Max=99.16439346359873, Min=98.97131439960111
MINUTE: Average=99.1659613409248, Max=99.33077915248612, Min=99.00942306750804
MINUTE: Average=99.39419596669977, Max=99.53146502265339, Min=99.22651339048122
MINUTE: Average=99.33529060022242, Max=99.48086195770057, Min=99.25241600502345
MINUTE: Average=99.30696692181576, Max=99.43297647532067, Min=99.21146020082865
MINUTE: Average=99.11766992389536, Max=99.26085474048175, Min=99.00701535312623
MINUTE: Average=99.22468305289142, Max=99.42185909375134, Min=99.08115803526172
MINUTE: Average=99.40791567416105, Max=99.56207743115475, Min=99.23316001759639
MINUTE: Average=99.31526172013119, Max=99.40722447620743, Min=99.21823194067346
FIFTEEN_MINUTES: Average=116.07000516709827, Max=116.55261879581009, Min=115.4045180058291
FIFTEEN_MINUTES: Average=115.73808232862945, Max=116.19136584041914, Min=115.15876490827033
FIFTEEN_MINUTES: Average=115.72063256893456, Max=116.61383461657655, Min=115.25893117881246
FIFTEEN_MINUTES: Average=116.6696277054863, Max=117.20228363029852, Min=116.11972688591679
FIFTEEN_MINUTES: Average=115.99276385476333, Max=116.53282220354296, Min=115.42388095477459
FIFTEEN_MINUTES: Average=115.27192019555928, Max=116.03033287420159, Min=114.52072627430371
FIFTEEN_MINUTES: Average=116.39718547453678, Max=117.11902963768344, Min=115.67416737388027
FIFTEEN_MINUTES: Average=116.42035668840171, Max=117.01777302397359, Min=115.95303398584282
FIFTEEN_MINUTES: Average=116.59904075655452, Max=117.20736234794977, Min=115.84473755420179
FIFTEEN_MINUTES: Average=116.34111371990636, Max=116.81030517405573, Min=115.85131386574992
FIFTEEN_MINUTES: Average=117.00685161600903, Max=117.51752133199442, Min=116.1785436870192
FIFTEEN_MINUTES: Average=116.37824547588734, Max=116.7707200671309, Min=116.04725035604628
FIFTEEN_MINUTES: Average=115.98554019974647, Max=116.62623617829331, Min=115.53469345392726
FIFTEEN_MINUTES: Average=115.73877834039477, Max=116.28060820357025, Min=115.10166246891632
FIFTEEN_MINUTES: Average=115.1601085133716, Max=115.68896821746971, Min=114.43197827395362
FIFTEEN_MINUTES: Average=114.93086214389218, Max=115.87442446891887, Min=114.31695263742066
FIFTEEN_MINUTES: Average=115.6032362066287, Max=116.50907531247155, Min=115.13667016476717
FIFTEEN_MINUTES: Average=116.32331168877737, Max=116.87294981710036, Min=115.88441551364939
FIFTEEN_MINUTES: Average=116.38590236177832, Max=116.88074363591726, Min=115.84524979445605
FIFTEEN_MINUTES: Average=116.55214184710232, Max=117.28401007830047, Min=116.01083705179185
FIFTEEN_MINUTES: Average=116.54039983681315, Max=116.93598435875198, Min=116.10064125619114
FIFTEEN_MINUTES: Average=116.14568518719241, Max=117.15082552290401, Min=115.31982153692118
FIFTEEN_MINUTES: Average=117.27508203091246, Max=118.13621035372996, Min=116.2666997897834
FIFTEEN_MINUTES: Average=118.42608654964225, Max=118.88923739138954, Min=117.72238857490736
FIFTEEN_MINUTES: Average=118.485304026538, Max=119.05670538363766, Min=117.93504475321049
FIFTEEN_MINUTES: Average=118.84781279909565, Max=119.27510719899641, Min=118.4167832158074
FIFTEEN_MINUTES: Average=118.98257654787854, Max=119.57602377599676, Min=118.56595421564657
FIFTEEN_MINUTES: Average=117.95954711415187, Max=118.85450473092425, Min=117.29346212971396
FIFTEEN_MINUTES: Average=117.13979893017229, Max=118.01048516071312, Min=116.54331662557072
FIFTEEN_MINUTES: Average=116.37702428900232, Max=117.16740472056172, Min=115.9267194683967
FIFTEEN_MINUTES: Average=117.10168220082981, Max=117.74441978546395, Min=116.3908962119847
FIFTEEN_MINUTES: Average=116.58771993797927, Max=117.16670310647422, Min=115.77557012276183
FIFTEEN_MINUTES: Average=115.5979560961994, Max=116.12358595426825, Min=115.13311831043967
FIFTEEN_MINUTES: Average=116.7747021901549, Max=117.4266952864174, Min=115.47641671018393
FIFTEEN_MINUTES: Average=118.2748137563448, Max=118.84612592454887, Min=117.18059304425553
FIFTEEN_MINUTES: Average=118.40939802401559, Max=118.9111722309964, Min=117.8769438229559
FIFTEEN_MINUTES: Average=118.32654851382364, Max=118.83445792192235, Min=117.54089465125783
FIFTEEN_MINUTES: Average=118.17429670549174, Max=118.72658889941889, Min=117.60358643987898
FIFTEEN_MINUTES: Average=118.21064224980314, Max=118.94589956385458, Min=117.51818714552641
FIFTEEN_MINUTES: Average=117.29170266728346, Max=117.88407592114132, Min=116.6298302836643
FIFTEEN_MINUTES: Average=115.67594604526899, Max=117.02011219319091, Min=114.5016461937369
FIFTEEN_MINUTES: Average=115.25832874895404, Max=115.76954575631697, Min=114.82069660937435
FIFTEEN_MINUTES: Average=114.73552164906317, Max=115.45170116876575, Min=114.12862337270268
FIFTEEN_MINUTES: Average=114.65723626112295, Max=115.10643185214344, Min=114.27662791095301
FIFTEEN_MINUTES: Average=114.75749393273911, Max=115.49854128603825, Min=114.08349114098628
FIFTEEN_MINUTES: Average=115.67207801468626, Max=116.28159203953311, Min=115.12911619987473
FIFTEEN_MINUTES: Average=115.29709086247642, Max=115.93087574591743, Min=114.92488649837439
FIFTEEN_MINUTES: Average=114.58845379787326, Max=115.38942956593492, Min=113.38729506812983
