
MINUTE: Average=521.2522080935734, Max=521.4031192414657, Min=521.0887309408552
MINUTE: Average=521.3254821636795, Max=521.4248538073375, Min=521.2017614288094
MINUTE: Average=521.2147099065659, Max=521.3191847805934, Min=521.1215030164456
MINUTE: Average=521.0625287260104, Max=521.3199045648137, Min=520.7939568656493
MINUTE: Average=520.9335469991821, Max=521.1140196731902, Min=520.7661052663594
MINUTE: Average=521.1871976453682, Max=521.2688967679312, Min=520.9888720259123
MINUTE: Average=521.0648118922028, Max=521.2208495381905, Min=520.8450721592438
MINUTE: Average=520.6352268779088, Max=520.8824786366224, Min=520.3924590059194
MINUTE: Average=520.3816483765476, Max=520.5162240634266, Min=520.225747683392
MINUTE: Average=520.2802917185268, Max=520.3542528224199, Min=520.2013721696846
MINUTE: Average=520.1864613717831, Max=520.3796047356875, Min=520.0238686899353
MINUTE: Average=520.2512548774388, Max=520.3906723409698, Min=520.166392541507
MINUTE: Average=520.144432452709, Max=520.3087536542062, Min=519.9274387180801
MINUTE: Average=520.0463360548496, Max=520.1357045556887, Min=519.8769258559325
MINUTE: Average=519.6297513357054, Max=519.857461130596, Min=519.4488741986693
MINUTE: Average=520.0548992459736, Max=520.4622056565947, Min=519.6910010895095
MINUTE: Average=520.4037288867296, Max=520.6227224529384, Min=520.2888214867963
MINUTE: Average=520.577072396382, Max=520.7507313636964, Min=520.3846170896893
MINUTE: Average=520.4233118303124, Max=520.5178100031866, Min=520.3096495186134
MINUTE: Average=520.2276290982652, Max=520.462079517189, Min=519.9126306485251
MINUTE: Average=520.0240234256191, Max=520.1552339268579, Min=519.8596615478901
MINUTE: Average=520.3069915912042, Max=520.641213218883, Min=520.0108374010352
MINUTE: Average=520.532115590955, Max=520.6449402599966, Min=520.3678640878695
MINUTE: Average=520.6384448163196, Max=520.7491865450331, Min=520.4940763060915
MINUTE: Average=520.4692036198209, Max=520.5763308623298, Min=520.3416880235703
MINUTE: Average=520.2567033624977, Max=520.526744343702, Min=520.0491814244366
MINUTE: Average=520.152118017101, Max=520.3051287012557, Min=519.9866756713203
MINUTE: Average=519.9263039341575, Max=520.0893585426692, Min=519.7653089088362
MINUTE: Average=519.6539420693387, Max=519.8526474419878, Min=519.4821773799391
MINUTE: Average=519.4473995818394, Max=519.6662581250793, Min=519.3395574514085
MINUTE: Average=519.41415836677, Max=519.6013310127515, Min=519.2585021500074
MINUTE: Average=519.5281218834252, Max=519.6454490625468, Min=519.3998617961879
MINUTE: Average=519.4323558950747, Max=519.6086362188453, Min=519.2991538620114
MINUTE: Average=519.1641710630508, Max=519.4912750141851, Min=518.9754389423566
MINUTE: Average=518.5696130996289, Max=518.9769113669524, Min=518.3277799111095
MINUTE: Average=518.4095720497093, Max=518.5934041479303, Min=518.178262691969
MINUTE: Average=518.4343729807189, Max=518.5514597166025, Min=518.3321537459809
MINUTE: Average=518.2855172231137, Max=518.4841453058899, Min=518.1494559757804
MINUTE: Average=518.2978519535932, Max=518.4856068317088, Min=518.0686227512037
MINUTE: Average=518.1931735770704, Max=518.3271549932905, Min=518.0353349896254
MINUTE: Average=518.1319561058892, Max=518.2401485323409, Min=518.0224443261823
MINUTE: Average=517.8994477581738, Max=518.1343435813154, Min=517.7114028714337
MINUTE: Average=517.7979713503878, Max=517.8741459744485, Min=517.6764334791171
MINUTE: Average=517.8108793785507, Max=517.9956447593498, Min=517.6081316752887
MINUTE: Average=517.7876014444603, Max=517.9199170667085, Min=517.5394270813516
MINUTE: Average=517.7098128415967, Max=517.8254718194202, Min=517.5290335913661
MINUTE: Average=517.8598267392143, Max=518.0268380205257, Min=517.7658189534372
MINUTE: Average=517.7183721745099, Max=517.9071090921933, Min=517.5777477535349
MINUTE: Average=517.5850883130119, Max=517.6947467764464, Min=517.4894646239642
MINUTE: Average=517.6570270509573, Max=517.8104766511537, Min=517.5379244850942
MINUTE: Average=517.6944223087936, Max=517.8099362355943, Min=517.5479600803943
MINUTE: Average=517.4732636621039, Max=517.6413268335726, Min=517.3634625024233
MINUTE: Average=517.3747228945691, Max=517.5274120204914, Min=517.305933510999
MINUTE: Average=517.5533089749453, Max=517.6986949781099, Min=517.4480445038841
MINUTE: Average=517.6995520333886, Max=517.9184490983719, Min=517.5848820464357
MINUTE: Average=517.9022542055762, Max=518.0390958012554, Min=517.7480290687571
MINUTE: Average=517.6142233111319, Max=517.9597484373951, Min=517.3783721473001
MINUTE: Average=517.1824166719703, Max=517.4816756406875, Min=516.862831921858
MINUTE: Average=517.0139195280061, Max=517.149401300789, Min=516.8545812783439
MINUTE: Average=516.7877368744267, Max=517.0070890215625, Min=516.5491205460248
MINUTE: Average=516.3176347429088, Max=516.5409399725681, Min=516.1753002279877
MINUTE: Average=516.2129907712678, Max=516.3878836282869, Min=516.0522526447882
MINUTE: Average=516.4956666243249, Max=516.765628004662, Min=516.2549274301613
MINUTE: Average=516.7141872220839, Max=516.8730084077899, Min=516.4828251562232
MINUTE: Average=516.8328714124207, Max=516.9464013889269, Min=516.7119993683141
MINUTE: Average=517.1420370335311, Max=517.3082404258272, Min=516.9318083064353
MINUTE: Average=517.0223382306233, Max=517.1744223448882, Min=516.8988048930801
MINUTE: Average=516.8453749142506, Max=516.9939365579474, Min=516.7546273929007
MINUTE: Average=516.8854138375015, Max=516.9694746533539, Min=516.7891822362105
MINUTE: Average=516.6862415608892, Max=516.8584567401053, Min=516.4493142130862
MINUTE: Average=516.4972652956347, Max=516.5801213915158, Min=516.4152748695673
MINUTE: Average=516.4915084377948, Max=516.5881185362883, Min=516.3564927014011
MINUTE: Average=516.5449084996128, Max=516.7316631099259, Min=516.4065482852053
MINUTE: Average=516.9743954825789, Max=517.2704943100431, Min=516.7334928228738
MINUTE: Average=517.181042835494, Max=517.3168622425376, Min=517.0500746597779
MINUTE: Average=517.2384512052093, Max=517.373302258238, Min=517.1229889434454
MINUTE: Average=517.1878378552661, Max=517.3967212611047, Min=516.9455021673554
MINUTE: Average=517.2750861537153, Max=517.5434631493453, Min=516.9713361602854
MINUTE: Average=517.797706473116, Max=518.071063947, Min=517.4315813862368
MINUTE: Average=517.817536085745, Max=518.0879086311072, Min=517.6712333045648
MINUTE: Average=517.6539715120722, Max=517.7906948121173, Min=517.4436451394392
MINUTE: Average=517.8198688901426, Max=518.0016154052046, Min=517.7075176248165
MINUTE: Average=517.7883242254653, Max=517.9879247639259, Min=517.6422601843229
MINUTE: Average=517.7202514838214, Max=518.0064580602478, Min=517.4727872547563
MINUTE: Average=517.7794273092927, Max=517.9883482771609, Min=517.6088826141646
MINUTE: Average=517.8681446750685, Max=517.9846949186816, Min=517.6810105297833
MINUTE: Average=517.6017305471972, Max=517.811702536786, Min=517.4671541179451
MINUTE: Average=517.4984779828658, Max=517.6354301078733, Min=517.2986652682816
MINUTE: Average=517.2677810544825, Max=517.4223297790811, Min=517.0912689611969
MINUTE: Average=517.2071659776223, Max=517.3607632359178, Min=517.0491384458438
MINUTE: Average=517.1357769859736, Max=517.3319138199098, Min=516.9805285989054
MINUTE: Average=517.130540835317, Max=517.2673804200872, Min=516.9452667708772
MINUTE: Average=517.0872787188789, Max=517.3132288151188, Min=516.9360062216597
MINUTE: Average=517.0065993677305, Max=517.169373930025, Min=516.8549425763061
MINUTE: Average=516.8797436504868, Max=516.985876651279, Min=516.767580291129
MINUTE: Average=516.7154915793221, Max=516.8886489257926, Min=516.5848533047387
MINUTE: Average=516.6452624432118, Max=516.7681727936503, Min=516.5228510532625
MINUTE: Average=516.8769478768812, Max=517.1341492862588, Min=516.6034857645996
MINUTE: Average=516.8374502927504, Max=517.0363353627295, Min=516.6760156283774
MINUTE: Average=516.6371923729133, Max=516.7446541588776, Min=516.5103444601389
MINUTE: Average=516.7475069412657, Max=516.8880992633977, Min=516.5756666859385
MINUTE: Average=516.6365301684912, Max=516.7657299760018, Min=516.5011704231406
MINUTE: Average=516.7424914463841, Max=516.8774927409438, Min=516.5714691459186
MINUTE: Average=516.8464600595064, Max=516.9513654929483, Min=516.6637381986897
MINUTE: Average=516.8837001908149, Max=516.9875579433781, Min=516.7226499435283
MINUTE: Average=516.7662442908902, Max=516.8793781458039, Min=516.5867361932735
MINUTE: Average=516.6476431660519, Max=516.7455121694766, Min=516.5171701855433
MINUTE: Average=516.5388756339595, Max=516.6637488138936, Min=516.4109258079799
MINUTE: Average=516.4510609350083, Max=516.5236514153062, Min=516.3911603148837
MINUTE: Average=516.47815893307, Max=516.6145552496412, Min=516.301212369823
MINUTE: Average=516.6131378959376, Max=516.7359294105863, Min=516.4430604004191
MINUTE: Average=516.7698733439898, Max=516.8888702327023, Min=516.6363676983425
MINUTE: Average=516.4994204492097, Max=516.7027065842891, Min=516.3181507112641
MINUTE: Average=516.0458254110696, Max=516.280698308661, Min=515.8739839316102
MINUTE: Average=516.0264898820022, Max=516.3162512420723, Min=515.8716606111187
MINUTE: Average=516.2013565276901, Max=516.3082822427781, Min=516.0464067491116
MINUTE: Average=516.2147778409505, Max=516.413045751146, Min=516.0679248179813
MINUTE: Average=516.3505959720716, Max=516.6334429527188, Min=516.1995029078955
MINUTE: Average=516.559737509541, Max=516.7452147001889, Min=516.448450055436
MINUTE: Average=516.7513616254759, Max=516.889780112752, Min=516.600945680744
MINUTE: Average=516.8451216580363, Max=517.0276509517404, Min=516.6499984161665
MINUTE: Average=516.6740697984808, Max=516.831851076447, Min=516.5589071751193
MINUTE: Average=516.7745777611149, Max=516.9520026468718, Min=516.5141477927834
MINUTE: Average=516.9054764503037, Max=517.0560287368902, Min=516.8090404837195
MINUTE: Average=516.6648728942632, Max=516.9076429805059, Min=516.4403362594164
MINUTE: Average=516.3306699726376, Max=516.4489440850813, Min=516.2153062486606
MINUTE: Average=516.3655854491136, Max=516.5150252727577, Min=516.2020866610052
MINUTE: Average=516.2280762679925, Max=516.510225989884, Min=516.0676441743656
MINUTE: Average=516.0513235739597, Max=516.2272443776409, Min=515.9476376680744
MINUTE: Average=516.3046632759393, Max=516.4261793516927, Min=516.1539083875076
MINUTE: Average=516.6148570412237, Max=516.7559157723439, Min=516.3484324865603
MINUTE: Average=516.7025734706185, Max=516.8552418001586, Min=516.5494957569057
MINUTE: Average=516.6866068185984, Max=516.9221236031345, Min=516.5480955091518
MINUTE: Average=516.5111596360131, Max=516.7406513840626, Min=516.3651810008356
MINUTE: Average=516.2152726895105, Max=516.4455596921106, Min=516.0375156722122
MINUTE: Average=516.094551491229, Max=516.2249247071288, Min=515.9750807576643
MINUTE: Average=516.1664402048506, Max=516.2551812750139, Min=515.9946049656801
MINUTE: Average=516.4821552477729, Max=516.6456728464569, Min=516.293835374745
MINUTE: Average=516.7153309367815, Max=516.9091596864479, Min=516.4717911943467
MINUTE: Average=516.8251764363793, Max=516.9644187295922, Min=516.6665141760919
MINUTE: Average=516.591267434437, Max=516.763493505901, Min=516.3700488863133
MINUTE: Average=516.4878778478285, Max=516.5757761674595, Min=516.3805696724687
MINUTE: Average=516.4043622804727, Max=516.5651302150176, Min=516.2390762720968
MINUTE: Average=516.5181859990848, Max=516.6338916843428, Min=516.4009707142428
MINUTE: Average=516.495105664795, Max=516.6110196571922, Min=516.3533305648425
MINUTE: Average=516.5312540286446, Max=516.5893991118904, Min=516.4698856097966
MINUTE: Average=516.7303538123393, Max=517.1135194826908, Min=516.4538921454571
MINUTE: Average=517.1458966495246, Max=517.2506644300353, Min=517.032459973862
MINUTE: Average=517.0505692772366, Max=517.1720743519991, Min=516.9323222536649
MINUTE: Average=517.1814810670527, Max=517.4590683179949, Min=516.9451759672955
MINUTE: Average=517.2274780390565, Max=517.5003838947632, Min=517.0032021476242
MINUTE: Average=517.2365187371782, Max=517.3644161301072, Min=517.1389258530562
MINUTE: Average=517.2128864674527, Max=517.4629090926732, Min=517.0849703483306
MINUTE: Average=517.4526892560586, Max=517.5352172193865, Min=517.3182693106475
MINUTE: Average=517.4230500827514, Max=517.579727980997, Min=517.2973810832038
MINUTE: Average=517.510398182042, Max=517.6454406417776, Min=517.3724238440878
MINUTE: Average=517.7847082118279, Max=517.9532591281625, Min=517.6009990473772
MINUTE: Average=517.8964787451412, Max=517.9974600155022, Min=517.832186135215
MINUTE: Average=517.6506459022434, Max=517.8518855394292, Min=517.4300684896355
MINUTE: Average=517.373576810827, Max=517.4967527338888, Min=517.2581415525057
MINUTE: Average=517.3320666427206, Max=517.4663482367018, Min=517.1939199430628
MINUTE: Average=517.4977644372016, Max=517.5990617529272, Min=517.3837955695288
MINUTE: Average=517.4499400528315, Max=517.6436767484122, Min=517.2513302946401
MINUTE: Average=517.0580659372213, Max=517.2370029630321, Min=516.8435173069462
MINUTE: Average=517.0106990082994, Max=517.1709011292243, Min=516.8859900044087
MINUTE: Average=517.0871748893992, Max=517.1969105147825, Min=516.9565398637656
MINUTE: Average=517.3395234444047, Max=517.4427413534203, Min=517.0671320985592
MINUTE: Average=517.5008381815665, Max=517.5863290139307, Min=517.3472884288343
MINUTE: Average=517.4359368866525, Max=517.6551476747419, Min=517.2873533379642
MINUTE: Average=517.7993833735541, Max=518.1078592908431, Min=517.5180556730463
MINUTE: Average=518.0011950951043, Max=518.1570999709187, Min=517.6905955524727
MINUTE: Average=517.6941746277536, Max=517.9026383556347, Min=517.5821598844659
MINUTE: Average=517.9555775560561, Max=518.1260391907629, Min=517.7972110867589
MINUTE: Average=517.9942866115098, Max=518.098447581738, Min=517.8528307845321
MINUTE: Average=517.9206798685366, Max=518.004483111919, Min=517.8381728128173
MINUTE: Average=517.6602568597706, Max=517.8725919802795, Min=517.4781986767698
MINUTE: Average=517.3195631371036, Max=517.618931143341, Min=517.134012459383
MINUTE: Average=517.1986319927853, Max=517.3494793075196, Min=517.0054498254029
MINUTE: Average=517.0626503672573, Max=517.2424121334177, Min=516.8782134222341
MINUTE: Average=517.4488219664856, Max=517.6772353561013, Min=517.1393951816457
MINUTE: Average=517.7102779335249, Max=517.7909237489525, Min=517.6187486485018
MINUTE: Average=517.8117321852899, Max=517.9091515744657, Min=517.7102250680745
MINUTE: Average=517.8713178452997, Max=517.9711284128065, Min=517.7471253788852
MINUTE: Average=518.1348331046136, Max=518.3353846196337, Min=517.9168491113261
MINUTE: Average=518.4732301448672, Max=518.7211297723629, Min=518.316954294283
MINUTE: Average=518.6136533674048, Max=518.7536173357339, Min=518.4416394950186
MINUTE: Average=518.8363199082808, Max=519.0394499508681, Min=518.6384409741383
MINUTE: Average=518.7122705072808, Max=518.927928491377, Min=518.4623410916314
MINUTE: Average=518.542230991084, Max=518.7144561386491, Min=518.3530567452985
MINUTE: Average=518.1558944059308, Max=518.3983783879087, Min=517.9738888378017
MINUTE: Average=517.9448188170005, Max=518.1508918597278, Min=517.8129409626004
MINUTE: Average=517.6555909316461, Max=517.9030791900286, Min=517.5680260541674
MINUTE: Average=517.441251531584, Max=517.6322593182398, Min=517.2413062131992
MINUTE: Average=517.5337919410736, Max=517.7406677722707, Min=517.3303269963375
MINUTE: Average=517.5603155110717, Max=517.6717119879863, Min=517.4470452897976
MINUTE: Average=517.9088690655213, Max=518.094109613808, Min=517.7055397555113
MINUTE: Average=517.8701369585473, Max=518.0804610201205, Min=517.7397429373099
MINUTE: Average=517.7899905204612, Max=517.9912018894083, Min=517.5324565542667
MINUTE: Average=517.2965827180554, Max=517.5807697705648, Min=517.0648566239421
MINUTE: Average=517.3641711835072, Max=517.5627682763682, Min=517.0853593513356
MINUTE: Average=517.4874971219998, Max=517.6166289953197, Min=517.3652325186696
MINUTE: Average=517.5040956301061, Max=517.6919491985743, Min=517.3523583842339
MINUTE: Average=517.5999563234498, Max=517.6578029866679, Min=517.5021254784563
MINUTE: Average=517.3256288763397, Max=517.5122971681743, Min=517.0690947968196
MINUTE: Average=517.0179105874289, Max=517.1766594031459, Min=516.8551956458007
MINUTE: Average=516.9337097510154, Max=517.1765575251858, Min=516.785608799645
MINUTE: Average=516.906988425147, Max=517.0956273575584, Min=516.5994329880265
MINUTE: Average=516.6235311094013, Max=516.75343716905, Min=516.4590688525469
MINUTE: Average=516.7166273902423, Max=516.8789621547515, Min=516.571142275083
MINUTE: Average=516.7852859222866, Max=517.0115442819498, Min=516.642002310038
MINUTE: Average=517.2001811680633, Max=517.367026089094, Min=517.0435314417558
MINUTE: Average=517.3759798134736, Max=517.5454852371652, Min=517.2604223243898
MINUTE: Average=517.2400943894429, Max=517.4751643624269, Min=517.0126510091434
MINUTE: Average=516.9425111285375, Max=517.1092638948747, Min=516.7907381674393
MINUTE: Average=516.957455556377, Max=517.2080055463173, Min=516.852124144266
MINUTE: Average=516.9405451028188, Max=517.1638092576081, Min=516.7832190846875
MINUTE: Average=516.9810199542759, Max=517.1305949236192, Min=516.7943839483564
MINUTE: Average=517.2506777226512, Max=517.3957781481616, Min=517.1210009982227
MINUTE: Average=517.3075877634981, Max=517.5698663360971, Min=517.1335643994121
MINUTE: Average=517.6261941994993, Max=517.7568168573189, Min=517.4743522346452
MINUTE: Average=517.3048045188817, Max=517.5787078103285, Min=516.9911473583676
MINUTE: Average=516.9786384249231, Max=517.153172472457, Min=516.8518928023508
MINUTE: Average=516.9990827794073, Max=517.0720374527128, Min=516.9139252497392
MINUTE: Average=516.765514523974, Max=517.0019040665527, Min=516.5331815667523
MINUTE: Average=516.5377984456344, Max=516.6989291598171, Min=516.3802308741251
MINUTE: Average=516.3488353094791, Max=516.6908941624162, Min=516.0871210327193
MINUTE: Average=516.3815452024998, Max=516.5919058928678, Min=516.2571706042374
MINUTE: Average=516.5307702641078, Max=516.6525413862788, Min=516.26634411536
MINUTE: Average=516.1563696635984, Max=516.401519440768, Min=515.9126511652792
MINUTE: Average=515.9009121510286, Max=516.1077334491969, Min=515.7481524877527
MINUTE: Average=515.8587786828513, Max=515.9529332876441, Min=515.787389834646
MINUTE: Average=515.7100263168805, Max=515.9242489924621, Min=515.4799922360273
MINUTE: Average=515.6004857660284, Max=515.7586586923795, Min=515.4279285640481
MINUTE: Average=515.7070079085884, Max=515.8003938462736, Min=515.5987137268658
MINUTE: Average=515.5661532277092, Max=515.7543796048758, Min=515.2570010308013
MINUTE: Average=515.2096813022721, Max=515.3717985798588, Min=515.077218616016
MINUTE: Average=515.1554556933299, Max=515.3172436813095, Min=515.0264728562494
MINUTE: Average=515.3282742526188, Max=515.4525725924535, Min=515.2137056485923
MINUTE: Average=515.4839804347388, Max=515.6876297486702, Min=515.259308693801
MINUTE: Average=515.6541393384963, Max=515.726846741895, Min=515.5607794870203
MINUTE: Average=515.8688139495641, Max=515.9938667569136, Min=515.6693438889633
MINUTE: Average=515.9337325883427, Max=516.0517972566867, Min=515.8119745257725
MINUTE: Average=515.7463457384123, Max=515.8875027238045, Min=515.6363523960171
MINUTE: Average=515.7227642755931, Max=515.8697257063964, Min=515.5961042407166
MINUTE: Average=515.6379167315806, Max=515.7700491923147, Min=515.5001572273329
MINUTE: Average=515.5954763986679, Max=515.7486503260467, Min=515.4756768005522
MINUTE: Average=515.5122142855499, Max=515.6291778186617, Min=515.3974267351954
MINUTE: Average=515.4331867765989, Max=515.5261347147057, Min=515.3582320349104
MINUTE: Average=515.433236674624, Max=515.6015706265714, Min=515.2737356946201
MINUTE: Average=515.5795099802126, Max=515.7066436365263, Min=515.4950270300471
MINUTE: Average=515.568800930174, Max=515.7938014643046, Min=515.3553879197253
MINUTE: Average=515.7795780838428, Max=515.9419844626764, Min=515.6431582387647
MINUTE: Average=515.8589840782538, Max=515.9997887819993, Min=515.7627613644329
MINUTE: Average=515.9482428425838, Max=516.0792913026605, Min=515.8405214883202
MINUTE: Average=515.9819109631493, Max=516.105929749913, Min=515.7645093194145
MINUTE: Average=515.7365814037829, Max=515.84289143103, Min=515.6465345351176
MINUTE: Average=515.745066126899, Max=515.9679527439168, Min=515.5442088344709
MINUTE: Average=515.4931140504256, Max=515.5941745914809, Min=515.353447596743
MINUTE: Average=515.5346603652328, Max=515.6792481130589, Min=515.3567598090349
MINUTE: Average=515.677198687068, Max=515.8495740600372, Min=515.4117573507015
MINUTE: Average=515.8794841560162, Max=516.0431970533633, Min=515.7808660929485
MINUTE: Average=516.1488060995551, Max=516.2518160301943, Min=516.0271345714833
FIFTEEN_MINUTES: Average=490.2882301748026, Max=491.13319276735723, Min=489.49752221585885
FIFTEEN_MINUTES: Average=490.2600146891601, Max=490.8576397959146, Min=489.42152976459835
FIFTEEN_MINUTES: Average=489.67358339745704, Max=490.55212753194303, Min=489.15818887046834
FIFTEEN_MINUTES: Average=490.50855663339365, Max=491.0856887069414, Min=489.95825111691386
FIFTEEN_MINUTES: Average=490.4791240642368, Max=491.11713223118466, Min=489.8472792115187
FIFTEEN_MINUTES: Average=489.55395527395734, Max=490.3783584680001, Min=489.0360308816156
FIFTEEN_MINUTES: Average=490.63204861949794, Max=490.9896444749617, Min=490.06753950931034
FIFTEEN_MINUTES: Average=491.2573552612546, Max=492.0902471277385, Min=490.4484563423467
FIFTEEN_MINUTES: Average=490.28708639965754, Max=491.80401669575656, Min=489.2126255820904
FIFTEEN_MINUTES: Average=490.11904102734326, Max=490.55619243027786, Min=489.74105916944956
FIFTEEN_MINUTES: Average=490.6749635743156, Max=491.25256189504984, Min=489.934968512451
FIFTEEN_MINUTES: Average=491.4623295532569, Max=492.3757578971333, Min=490.87333600172155
FIFTEEN_MINUTES: Average=492.5330648106088, Max=493.0394122695568, Min=492.1079387624787
FIFTEEN_MINUTES: Average=492.1080372180366, Max=492.78023635756267, Min=491.1699402976241
FIFTEEN_MINUTES: Average=492.0713110324165, Max=492.3691640487706, Min=491.7143564777182
FIFTEEN_MINUTES: Average=492.2610900283648, Max=492.81249280436793, Min=491.82497591800336
FIFTEEN_MINUTES: Average=491.775406210504, Max=492.8194415799179, Min=491.04718777550903
FIFTEEN_MINUTES: Average=492.7363516009551, Max=493.15501198670336, Min=491.977844978362
FIFTEEN_MINUTES: Average=493.2130486158172, Max=493.91693979188835, Min=492.5835233015085
FIFTEEN_MINUTES: Average=493.2187956323796, Max=493.98077566927566, Min=492.47791510448315
FIFTEEN_MINUTES: Average=494.0676173640643, Max=494.42220196039574, Min=493.6169549430498
FIFTEEN_MINUTES: Average=494.80109812962206, Max=495.59100242090915, Min=494.0021873920322
FIFTEEN_MINUTES: Average=495.12358471090124, Max=495.5765628827982, Min=494.5396172512257
FIFTEEN_MINUTES: Average=496.22134378284227, Max=496.7974613517031, Min=495.41488828789346
FIFTEEN_MINUTES: Average=496.90505567980466, Max=497.4493489569061, Min=496.20728902598313
FIFTEEN_MINUTES: Average=497.0537442906354, Max=497.91357791808565, Min=496.2894866193706
FIFTEEN_MINUTES: Average=497.12731777603096, Max=497.63563074443124, Min=496.6865009017339
FIFTEEN_MINUTES: Average=497.38202470832584, Max=497.9385707321591, Min=497.04891467308806
FIFTEEN_MINUTES: Average=497.41292556192013, Max=498.0516934538422, Min=496.8909312027413
FIFTEEN_MINUTES: Average=497.36589583013875, Max=497.94309268718627, Min=496.7388707636246
FIFTEEN_MINUTES: Average=497.3851816562063, Max=498.00694993565884, Min=496.80198832152655
FIFTEEN_MINUTES: Average=497.53679661281984, Max=498.62820110678166, Min=496.78860780219793
FIFTEEN_MINUTES: Average=498.8217280684137, Max=499.6174185924099, Min=498.1142637573905
FIFTEEN_MINUTES: Average=500.2470485789058, Max=501.0832969665296, Min=499.2733930881
FIFTEEN_MINUTES: Average=500.99246897955226, Max=501.5948420710847, Min=500.28256895848585
FIFTEEN_MINUTES: Average=500.55507199003597, Max=501.21251604954307, Min=500.0255363910979
FIFTEEN_MINUTES: Average=500.88351367548444, Max=501.56114186801676, Min=500.0904492124507
FIFTEEN_MINUTES: Average=501.6497052563967, Max=502.2635499898128, Min=501.1139744335317
FIFTEEN_MINUTES: Average=502.34196171095806, Max=502.8298706130573, Min=501.87589103130654
FIFTEEN_MINUTES: Average=502.14910233741165, Max=502.6461434153073, Min=501.4195822368741
FIFTEEN_MINUTES: Average=501.5361538950616, Max=502.28289217871753, Min=500.70584388529187
FIFTEEN_MINUTES: Average=500.4135023716004, Max=501.03093887139124, Min=499.7298254770302
FIFTEEN_MINUTES: Average=500.4491281197716, Max=501.04902700358144, Min=499.9148735848907
FIFTEEN_MINUTES: Average=500.68733170715075, Max=501.42467755268956, Min=499.9258071153888
FIFTEEN_MINUTES: Average=500.40319402890674, Max=500.9844088142297, Min=499.81104813618214
FIFTEEN_MINUTES: Average=500.5495996261483, Max=500.98796774525806, Min=500.099471333427
FIFTEEN_MINUTES: Average=501.2988023487281, Max=501.82997731763754, Min=500.62268915723774
FIFTEEN_MINUTES: Average=501.5681503053443, Max=502.2132199277055, Min=500.7100541372085
FIFTEEN_MINUTES: Average=500.8677028716817, Max=501.4892012154703, Min=499.8221934352689
FIFTEEN_MINUTES: Average=499.42797463325576, Max=499.8809807542461, Min=498.9263980274118
