
MINUTE: Average=851.6491471629199, Max=851.7999113127044, Min=851.5475776859807
MINUTE: Average=850.9208162853387, Max=851.1098183782959, Min=850.7591825254057
MINUTE: Average=850.8019467228354, Max=850.9840619197546, Min=850.5945602430284
MINUTE: Average=850.6614458710154, Max=850.8071072635763, Min=850.5328093722377
MINUTE: Average=850.8091463617773, Max=851.0966076793948, Min=850.6502162883099
MINUTE: Average=851.0672079823091, Max=851.2554646302821, Min=850.8637435185209
MINUTE: Average=850.9730575787554, Max=851.1346024354923, Min=850.785960025632
MINUTE: Average=851.1096565554683, Max=851.2645345931408, Min=850.998255477331
MINUTE: Average=851.318844703266, Max=851.5052216326765, Min=851.1276550670812
MINUTE: Average=851.3432294726134, Max=851.5004293969, Min=851.1464723402172
MINUTE: Average=851.2520556478518, Max=851.4950137341384, Min=851.1250555027415
MINUTE: Average=851.7329826860771, Max=851.8734960518062, Min=851.5177298777869
MINUTE: Average=851.6818578314839, Max=851.8163215496737, Min=851.5108746047977
MINUTE: Average=851.5601316850046, Max=851.6499568623979, Min=851.4822546489023
MINUTE: Average=851.45830596814, Max=851.6344846981267, Min=851.2577932661025
MINUTE: Average=851.5352557877093, Max=851.7123377550663, Min=851.4065275174933
MINUTE: Average=851.4608369223301, Max=851.7027135913344, Min=851.1379527891863
MINUTE: Average=851.0497360412256, Max=851.2350146662288, Min=850.8578681450941
MINUTE: Average=851.2700125507678, Max=851.4683822272402, Min=851.1404346419203
MINUTE: Average=851.4466212728064, Max=851.6784811481833, Min=851.296262659529
MINUTE: Average=851.7957879546645, Max=851.9333722906783, Min=851.6316297374474
MINUTE: Average=851.8715331456048, Max=852.048188850846, Min=851.667688715535
MINUTE: Average=851.8902676919403, Max=852.097421612904, Min=851.7588329505959
MINUTE: Average=851.8031481912005, Max=851.9480926826161, Min=851.6842269424345
MINUTE: Average=851.8273638574385, Max=851.9202512335178, Min=851.6958831378006
MINUTE: Average=851.7502601025163, Max=851.9975771466598, Min=851.5892280281766
MINUTE: Average=852.061205532686, Max=852.2061379948875, Min=851.8741339266285
MINUTE: Average=852.3324671953557, Max=852.5945821434835, Min=852.0796499118053
MINUTE: Average=852.6348356614127, Max=852.805167318635, Min=852.4967545601437
MINUTE: Average=852.7678052491444, Max=852.8929790727648, Min=852.5933956231851
MINUTE: Average=852.9673293871166, Max=853.0503869324436, Min=852.8534414013855
MINUTE: Average=852.8985626050813, Max=852.9776426563201, Min=852.8254707222969
MINUTE: Average=852.9660073717329, Max=853.0886696312481, Min=852.8054657787081
MINUTE: Average=852.8951075308222, Max=852.9729469804734, Min=852.7577813874957
MINUTE: Average=853.0130911497716, Max=853.2841283346343, Min=852.8808930910616
MINUTE: Average=853.2778984988805, Max=853.3745089620547, Min=853.1130953411788
MINUTE: Average=853.343961613589, Max=853.4893974297693, Min=853.0800699284264
MINUTE: Average=853.6034413832903, Max=853.7571948924142, Min=853.4008460444112
MINUTE: Average=853.6338713750639, Max=853.7895874968193, Min=853.5383394060524
MINUTE: Average=853.9175049326335, Max=854.218757477773, Min=853.6458072709349
MINUTE: Average=853.9401592175946, Max=854.1532199263704, Min=853.7435373453393
MINUTE: Average=853.8485024458746, Max=854.029448623796, Min=853.6905077682841
MINUTE: Average=853.5991749606834, Max=853.7656337856333, Min=853.3585428177622
MINUTE: Average=853.2884033483158, Max=853.4198036819292, Min=853.0566353196995
MINUTE: Average=853.1353944344465, Max=853.2560910069507, Min=852.9537118285735
MINUTE: Average=852.977653655665, Max=853.120358016618, Min=852.9082064361863
MINUTE: Average=852.8781876957938, Max=853.0596692242058, Min=852.6506626024373
MINUTE: Average=852.800658599025, Max=853.0234447083158, Min=852.6024011996376
MINUTE: Average=852.9095811814739, Max=853.0256583991987, Min=852.761761540865
MINUTE: Average=852.9768439902401, Max=853.2228510329415, Min=852.8072648556451
MINUTE: Average=853.165780238635, Max=853.2449406319893, Min=853.0569899298359
MINUTE: Average=853.3114792850444, Max=853.4691968467993, Min=853.1918830259818
MINUTE: Average=853.2026072522461, Max=853.3560135239138, Min=852.9993192956829
MINUTE: Average=852.7942589728771, Max=852.9980455544245, Min=852.5984944486188
MINUTE: Average=852.6930287547087, Max=852.7868761930654, Min=852.5376017073348
MINUTE: Average=852.8302328079942, Max=852.9164611352066, Min=852.7334860390703
MINUTE: Average=853.0096767278876, Max=853.1455306080433, Min=852.8654507847917
MINUTE: Average=852.7527254931546, Max=852.9587326881915, Min=852.6678053186901
MINUTE: Average=852.775501633992, Max=852.9637587275255, Min=852.6461039254651
MINUTE: Average=852.9115360893333, Max=853.032761272088, Min=852.7111518840169
MINUTE: Average=852.6430155548286, Max=852.7408818981727, Min=852.5393432941619
MINUTE: Average=852.8694697250384, Max=853.0399243327664, Min=852.7314136432809
MINUTE: Average=852.7572015823639, Max=852.8983128834468, Min=852.559018959557
MINUTE: Average=852.4131111003247, Max=852.6063789128925, Min=852.3255651116369
MINUTE: Average=852.31496334688, Max=852.4238696071525, Min=852.2180650675325
MINUTE: Average=852.4676602031142, Max=852.6386320574246, Min=852.3188699192558
MINUTE: Average=852.7148593430222, Max=853.1763749291214, Min=852.4423148329473
MINUTE: Average=853.0742761752679, Max=853.2883074100656, Min=852.9137348699666
MINUTE: Average=853.0620735116167, Max=853.2197729400104, Min=852.9026635542933
MINUTE: Average=853.1022757934916, Max=853.2029548878776, Min=852.9694353006531
MINUTE: Average=852.9966042431539, Max=853.141480315078, Min=852.803543504921
MINUTE: Average=852.8672522057079, Max=853.0238035130899, Min=852.6885345475303
MINUTE: Average=852.5114240373947, Max=852.7540332863208, Min=852.241012332195
MINUTE: Average=852.404732574965, Max=852.529612595436, Min=852.2729366532834
MINUTE: Average=852.1859586086081, Max=852.3877689076346, Min=852.024486019762
MINUTE: Average=851.9489134172924, Max=852.0740128841672, Min=851.8277671497017
MINUTE: Average=851.9708650112967, Max=852.0803648157305, Min=851.7989920239527
MINUTE: Average=851.8594001991228, Max=851.9827691320049, Min=851.7628315234283
MINUTE: Average=851.9509796937783, Max=852.0796811282098, Min=851.7222345937075
MINUTE: Average=851.9273275085646, Max=852.064870585136, Min=851.7889581397471
MINUTE: Average=851.921525326162, Max=852.0178245143037, Min=851.8082522413426
MINUTE: Average=851.8641164246762, Max=852.003063855157, Min=851.7701207405651
MINUTE: Average=852.0794446201961, Max=852.2127295959104, Min=851.8058215698045
MINUTE: Average=851.7582318838938, Max=851.8917870444212, Min=851.595643050894
MINUTE: Average=852.0617525890618, Max=852.2739835981831, Min=851.8437917431645
MINUTE: Average=852.2995327326779, Max=852.39220236018, Min=852.2210590215466
MINUTE: Average=852.1765221893381, Max=852.2985808880138, Min=852.0963925810088
MINUTE: Average=852.1155881463652, Max=852.2520040091949, Min=851.9929905636275
MINUTE: Average=852.0536962574532, Max=852.1705451888059, Min=851.9529510298879
MINUTE: Average=852.0964181371783, Max=852.1873959429624, Min=852.0219991296733
MINUTE: Average=851.8461554768296, Max=852.0011138616923, Min=851.7597526577422
MINUTE: Average=852.0246917865924, Max=852.1879237182343, Min=851.8747494857956
MINUTE: Average=851.9767155740245, Max=852.1087211240246, Min=851.8192534263735
MINUTE: Average=852.1003633785052, Max=852.2714693548661, Min=851.9495891851685
MINUTE: Average=852.3151123423063, Max=852.518642964351, Min=851.9944939656848
MINUTE: Average=852.5202980380005, Max=852.6564607442089, Min=852.3505708458329
MINUTE: Average=852.2567072067183, Max=852.40207735404, Min=852.1220775963476
MINUTE: Average=852.32634524708, Max=852.4224657110177, Min=852.1585820430363
MINUTE: Average=852.553643493086, Max=852.7912864570444, Min=852.3357851310831
MINUTE: Average=852.6247899054769, Max=852.7468103502646, Min=852.5074474504052
MINUTE: Average=852.4897793905545, Max=852.6405379453113, Min=852.4088904102545
MINUTE: Average=852.5398292854762, Max=852.7269379955791, Min=852.4414460605235
MINUTE: Average=852.7323967059124, Max=852.866663242733, Min=852.5872525075512
MINUTE: Average=852.954287128797, Max=853.1631330475427, Min=852.7913251421526
MINUTE: Average=853.142100989448, Max=853.3328193336306, Min=852.9716938147045
MINUTE: Average=853.309828619022, Max=853.4618498524067, Min=853.171939350739
MINUTE: Average=853.3587768398045, Max=853.6371968114877, Min=853.1982132981051
MINUTE: Average=853.5997527130097, Max=853.9270335819466, Min=853.3822292166582
MINUTE: Average=853.9702648677064, Max=854.1202606178614, Min=853.8610716437116
MINUTE: Average=853.7645115299067, Max=853.8971564892025, Min=853.6403918482944
MINUTE: Average=853.7019398166523, Max=853.8182967567916, Min=853.5671540712962
MINUTE: Average=853.5757071981699, Max=853.7162455117775, Min=853.4030427569319
MINUTE: Average=853.5225685026995, Max=853.6663014440772, Min=853.3938155403891
MINUTE: Average=853.2847276162378, Max=853.3976322208688, Min=853.1619593433331
MINUTE: Average=853.3493921889872, Max=853.4479481122846, Min=853.2386830896617
MINUTE: Average=853.1667423919921, Max=853.4131627276414, Min=853.0025280676549
MINUTE: Average=853.1994105554913, Max=853.3442843855022, Min=853.0858467616362
MINUTE: Average=853.0301642490502, Max=853.1636468610415, Min=852.8457127936236
MINUTE: Average=853.2176585301842, Max=853.4352108276229, Min=853.0232202021999
MINUTE: Average=853.5646968204416, Max=853.7387368443824, Min=853.4328488811663
MINUTE: Average=853.6248909778811, Max=853.8194687593257, Min=853.4756229694924
MINUTE: Average=853.6454414104397, Max=853.7751314171502, Min=853.5361858152759
MINUTE: Average=853.6368363858812, Max=853.7850941893215, Min=853.4224666020756
MINUTE: Average=853.3826113233401, Max=853.536311485073, Min=853.2278450449027
MINUTE: Average=853.2924341324426, Max=853.4372559347056, Min=853.1783710643952
MINUTE: Average=853.0417596711927, Max=853.2030967463593, Min=852.8542704102022
MINUTE: Average=853.1914515235893, Max=853.3009641105979, Min=853.0532908000883
MINUTE: Average=852.9650606209373, Max=853.1228369766142, Min=852.803292668498
MINUTE: Average=852.8822845000154, Max=852.9725901257179, Min=852.7946344388102
MINUTE: Average=852.7838588533102, Max=852.8995354001131, Min=852.6697958953063
MINUTE: Average=852.9429715598435, Max=853.1192642648614, Min=852.726076301713
MINUTE: Average=852.6388644988606, Max=852.7170910223651, Min=852.5658232695808
MINUTE: Average=852.8429958176213, Max=853.0038291088546, Min=852.673020461392
MINUTE: Average=852.9037644282841, Max=853.0313232214065, Min=852.737805954231
MINUTE: Average=852.6624880578439, Max=852.992630058753, Min=852.4595596365671
MINUTE: Average=852.4664608538941, Max=852.6046952059138, Min=852.3501243871633
MINUTE: Average=852.5643577369639, Max=852.7333348404679, Min=852.4703900540579
MINUTE: Average=852.6013875034932, Max=852.7057774636141, Min=852.4709296929682
MINUTE: Average=852.7694773887334, Max=852.9464219471571, Min=852.5857759871511
MINUTE: Average=853.0288160083003, Max=853.1247415661378, Min=852.9311596256595
MINUTE: Average=852.8956997734441, Max=853.019321157919, Min=852.7331195942016
MINUTE: Average=852.8657115869771, Max=852.983723132575, Min=852.7444018166759
MINUTE: Average=852.8852859241321, Max=853.0314565332305, Min=852.7912609073214
MINUTE: Average=853.0464649291627, Max=853.2060787104821, Min=852.9404653515761
MINUTE: Average=852.9932987529259, Max=853.2120252979448, Min=852.8455893937683
MINUTE: Average=853.0384409571037, Max=853.2410593944907, Min=852.8252402341948
MINUTE: Average=852.8997793062457, Max=853.0527619807696, Min=852.7705378896862
MINUTE: Average=852.9332083962346, Max=853.2158594462385, Min=852.7588470160883
MINUTE: Average=852.8275403740714, Max=852.9430317082366, Min=852.6584942447857
MINUTE: Average=852.6383479969488, Max=852.7862533510447, Min=852.5281061037299
MINUTE: Average=852.7920835109638, Max=852.888483670092, Min=852.6246298896361
MINUTE: Average=852.8384915319714, Max=852.931598100751, Min=852.714620752052
MINUTE: Average=852.8843398908232, Max=853.032314675987, Min=852.6956299445505
MINUTE: Average=853.0540102804769, Max=853.186091309069, Min=852.9236364206226
MINUTE: Average=853.2736393192083, Max=853.388373698902, Min=853.1754084774302
MINUTE: Average=853.4090100646736, Max=853.6964081783925, Min=853.2462803869344
MINUTE: Average=853.7896040271038, Max=853.9437569614558, Min=853.6612969927489
MINUTE: Average=854.0415925199409, Max=854.2668098705673, Min=853.899313315512
MINUTE: Average=854.1509998506548, Max=854.3463904007159, Min=853.9453982068956
MINUTE: Average=853.9927919494423, Max=854.0888747509217, Min=853.8593668635024
MINUTE: Average=853.7656484294399, Max=853.9606858708462, Min=853.6305680793946
MINUTE: Average=853.5910770994844, Max=853.7418141700769, Min=853.4263013888753
MINUTE: Average=853.7537009530116, Max=853.8204196962193, Min=853.5767210812081
MINUTE: Average=853.6976253961883, Max=853.9145808546639, Min=853.4221192717944
MINUTE: Average=853.4866188925122, Max=853.6938480397258, Min=853.3315237514413
MINUTE: Average=853.555620906039, Max=853.6896849937044, Min=853.4370449561656
MINUTE: Average=853.4751776889611, Max=853.6696586295385, Min=853.2616617785707
MINUTE: Average=853.184865172609, Max=853.3425242752196, Min=852.9872273944521
MINUTE: Average=853.242538836542, Max=853.4031969098711, Min=853.1030782034134
MINUTE: Average=853.3857357964137, Max=853.5290853827004, Min=853.241450499686
MINUTE: Average=853.5485979348013, Max=853.7046376357218, Min=853.2996234495049
MINUTE: Average=853.6823040691211, Max=853.8076394918866, Min=853.5526563206565
MINUTE: Average=853.8582490124253, Max=853.9816343820739, Min=853.7659473515421
MINUTE: Average=853.9818233735746, Max=854.1279274320946, Min=853.866570250279
MINUTE: Average=854.0968121949585, Max=854.2263247056263, Min=853.9981206954503
MINUTE: Average=853.9054582336936, Max=854.0860112509524, Min=853.746784053583
MINUTE: Average=854.0342841419736, Max=854.1508370502046, Min=853.8977806729789
MINUTE: Average=854.0644145805826, Max=854.2483417540002, Min=853.8054051601048
MINUTE: Average=853.7064554697088, Max=853.8730398996288, Min=853.5352321943935
MINUTE: Average=853.9561823909586, Max=854.1850952996517, Min=853.7845250053703
MINUTE: Average=854.1287771476931, Max=854.2211689241204, Min=854.0333226491229
MINUTE: Average=854.2551099154567, Max=854.3436749947195, Min=854.117369137341
MINUTE: Average=854.362925199079, Max=854.5270946825761, Min=854.1698793152395
MINUTE: Average=854.579221275774, Max=854.7293666865647, Min=854.4666807319592
MINUTE: Average=854.6717045646427, Max=854.7910738494649, Min=854.5640967348688
MINUTE: Average=854.882608702908, Max=855.1800202601466, Min=854.5983458469486
MINUTE: Average=855.1838987282391, Max=855.2994228322763, Min=855.0458485538687
MINUTE: Average=855.0425158946917, Max=855.1535081890721, Min=854.88261859614
MINUTE: Average=854.8709115596192, Max=854.995889775369, Min=854.7125888864614
MINUTE: Average=854.8899776924435, Max=855.0438369250046, Min=854.7267459755966
MINUTE: Average=855.0323318902578, Max=855.1038941668968, Min=854.9493115284004
MINUTE: Average=854.9141261578555, Max=855.0949387312924, Min=854.7787384783974
MINUTE: Average=854.9058429241679, Max=855.0599556333709, Min=854.7165180681014
MINUTE: Average=854.6837218559034, Max=854.8033694928615, Min=854.5759299663865
MINUTE: Average=854.8753396134687, Max=855.0352221388075, Min=854.6330833068508
MINUTE: Average=855.106941035942, Max=855.2201158142194, Min=854.9661696417228
MINUTE: Average=855.1521839918303, Max=855.4002543688266, Min=854.9490743430094
MINUTE: Average=855.04373934064, Max=855.1942908495117, Min=854.9447379376676
MINUTE: Average=854.9450279641712, Max=855.0777226298537, Min=854.7907186618124
MINUTE: Average=854.8182053955244, Max=854.9874394521556, Min=854.7066750170169
MINUTE: Average=854.8590767268181, Max=855.0829758829941, Min=854.631198715409
MINUTE: Average=855.1655730774934, Max=855.2633704362489, Min=855.0562375260587
MINUTE: Average=854.9760396070741, Max=855.1802827983701, Min=854.8490332796861
MINUTE: Average=854.9101294055565, Max=855.0347930537458, Min=854.7634293441126
MINUTE: Average=854.5767400801153, Max=854.8533313013629, Min=854.3132089389657
MINUTE: Average=854.2603251306247, Max=854.4767290254106, Min=854.1367441530925
MINUTE: Average=854.230376912293, Max=854.3299300354818, Min=854.1617279626213
MINUTE: Average=854.247831411782, Max=854.3853430374171, Min=854.1080630916944
MINUTE: Average=854.355883859232, Max=854.474426081114, Min=854.203400461944
MINUTE: Average=854.7195195145357, Max=854.9534653826262, Min=854.4227613203902
MINUTE: Average=854.8683882577394, Max=855.0178874623111, Min=854.7379881292603
MINUTE: Average=854.9567037132973, Max=855.1104949260571, Min=854.7677252315211
MINUTE: Average=855.0241444996977, Max=855.1526231333912, Min=854.9280139087041
MINUTE: Average=855.1185159726011, Max=855.2574652282599, Min=854.9242984355596
MINUTE: Average=854.8725716453215, Max=855.0618141222003, Min=854.5965955545578
MINUTE: Average=854.616353146745, Max=854.694691404007, Min=854.538677420144
MINUTE: Average=854.7444088822242, Max=854.8397484924609, Min=854.6004363042093
MINUTE: Average=854.8496491360103, Max=855.0763617438329, Min=854.6569297912022
MINUTE: Average=855.2669105095853, Max=855.418581593232, Min=854.9729596162452
MINUTE: Average=855.4176908746923, Max=855.7453929531814, Min=855.2477624156261
MINUTE: Average=855.77312710506, Max=855.934891334786, Min=855.6042722723264
MINUTE: Average=855.6701525966402, Max=855.8783750243725, Min=855.4633011019201
MINUTE: Average=855.4968314593075, Max=855.6266527843206, Min=855.3300841871929
MINUTE: Average=855.2176001934126, Max=855.3512271390405, Min=855.118251226746
MINUTE: Average=855.4629438197836, Max=855.6394448452164, Min=855.1159815502227
MINUTE: Average=855.531333079188, Max=855.6755390684145, Min=855.45362115798
MINUTE: Average=855.4940598698983, Max=855.6839699794981, Min=855.2944954786738
MINUTE: Average=855.5330759947502, Max=855.6528960771917, Min=855.3888590498847
MINUTE: Average=855.4237541482489, Max=855.6089768324988, Min=855.2369220070763
MINUTE: Average=855.2055081182737, Max=855.4403629015123, Min=855.0546559013803
MINUTE: Average=855.4793261114752, Max=855.6246411326396, Min=855.2787190046723
MINUTE: Average=855.4471821599229, Max=855.5767599363608, Min=855.3482621233951
MINUTE: Average=855.6024478667211, Max=855.7595132161485, Min=855.4565234034974
MINUTE: Average=855.5531553353663, Max=855.8246143346939, Min=855.3228456061696
MINUTE: Average=855.5451145640214, Max=855.6514469682123, Min=855.4619699317977
MINUTE: Average=855.7053816498624, Max=855.8280825476846, Min=855.5721097520974
MINUTE: Average=855.8140462773808, Max=856.0381167352576, Min=855.6199369898726
FIFTEEN_MINUTES: Average=827.1040126413103, Max=828.0287906678595, Min=826.1475837873443
FIFTEEN_MINUTES: Average=826.0246598559768, Max=827.1242735346565, Min=825.4016018754658
FIFTEEN_MINUTES: Average=825.5209877226536, Max=826.0957361699778, Min=824.7274147020947
FIFTEEN_MINUTES: Average=824.7296445506373, Max=825.3448602158612, Min=823.9500674481181
FIFTEEN_MINUTES: Average=824.6387911977076, Max=825.2965813925717, Min=823.9626790770475
FIFTEEN_MINUTES: Average=825.2299857738429, Max=825.7624736779682, Min=824.1430402566602
FIFTEEN_MINUTES: Average=826.1041412184172, Max=827.0982290220162, Min=825.036573166914
FIFTEEN_MINUTES: Average=827.3773518875332, Max=828.0131582833316, Min=826.8326231120269
FIFTEEN_MINUTES: Average=826.4634906660621, Max=827.3236372710458, Min=825.4482205853786
FIFTEEN_MINUTES: Average=825.2131728221125, Max=826.2376034359833, Min=824.5160110266629
FIFTEEN_MINUTES: Average=826.1252382258211, Max=826.5099740029403, Min=825.5026408233433
FIFTEEN_MINUTES: Average=825.7067044656601, Max=826.3793538527066, Min=825.1446410159608
FIFTEEN_MINUTES: Average=826.5531207069579, Max=826.989406524208, Min=826.1297920824668
FIFTEEN_MINUTES: Average=826.9626702720873, Max=827.6662429026467, Min=825.750942908241
FIFTEEN_MINUTES: Average=825.8499253973766, Max=826.5807805667365, Min=825.2334489154041
FIFTEEN_MINUTES: Average=825.9045862768918, Max=826.4439419767535, Min=825.3627040759052
FIFTEEN_MINUTES: Average=825.5086162970355, Max=826.0977563268776, Min=824.7816095987531
FIFTEEN_MINUTES: Average=825.4557327019356, Max=825.9404905975458, Min=825.0330970896451
FIFTEEN_MINUTES: Average=826.255788714861, Max=827.5591493810365, Min=825.41704565675
FIFTEEN_MINUTES: Average=827.1943747747742, Max=827.7383796378306, Min=826.6424317878636
FIFTEEN_MINUTES: Average=827.2825664543149, Max=828.1778024074503, Min=826.7434647839264
FIFTEEN_MINUTES: Average=828.1308685528919, Max=828.7626760307625, Min=827.5722135295188
FIFTEEN_MINUTES: Average=828.6402474017257, Max=829.1356194261878, Min=828.2677132455733
FIFTEEN_MINUTES: Average=829.5880088565369, Max=830.0784055107658, Min=828.880766586037
FIFTEEN_MINUTES: Average=830.4362894012107, Max=831.2134569713742, Min=829.7095640151654
FIFTEEN_MINUTES: Average=830.5854413248853, Max=831.2420827417142, Min=829.8677919464693
FIFTEEN_MINUTES: Average=829.8735227078145, Max=830.3773103410671, Min=829.4525087374882
FIFTEEN_MINUTES: Average=829.3913576060253, Max=830.2930625787428, Min=828.90551250287
FIFTEEN_MINUTES: Average=830.4367947085556, Max=830.8635227655475, Min=829.8598767657517
FIFTEEN_MINUTES: Average=830.2237754353554, Max=830.9338243621265, Min=829.7231736440802
FIFTEEN_MINUTES: Average=830.1793214434433, Max=830.702544219999, Min=829.7125576235495
FIFTEEN_MINUTES: Average=829.718939272959, Max=830.1945198326785, Min=829.1871485580289
FIFTEEN_MINUTES: Average=829.2469764391725, Max=829.8849648347503, Min=828.4470947781961
FIFTEEN_MINUTES: Average=828.7927179673586, Max=829.4229498868311, Min=828.0122729438854
FIFTEEN_MINUTES: Average=828.8022547109337, Max=829.76366880883, Min=828.0625242131949
FIFTEEN_MINUTES: Average=828.7701053993186, Max=829.6020165108267, Min=827.6351575063508
FIFTEEN_MINUTES: Average=829.0583919203275, Max=829.9854642955687, Min=828.3393047580206
FIFTEEN_MINUTES: Average=830.0178979827947, Max=830.7466525647563, Min=829.3835502296203
FIFTEEN_MINUTES: Average=830.4102644446228, Max=831.1495068662575, Min=829.8947487147458
FIFTEEN_MINUTES: Average=829.6365479214941, Max=830.1180861415697, Min=828.871437278077
FIFTEEN_MINUTES: Average=828.8131715796773, Max=829.5752206723499, Min=828.2093279833229
FIFTEEN_MINUTES: Average=828.5578521461078, Max=829.388690841195, Min=828.0999159264044
FIFTEEN_MINUTES: Average=829.2101216475075, Max=829.5291398948282, Min=828.8150948060363
FIFTEEN_MINUTES: Average=830.0339633699725, Max=830.9104932555085, Min=829.4287933239593
FIFTEEN_MINUTES: Average=830.6207438825871, Max=830.983704365668, Min=830.0610080135095
FIFTEEN_MINUTES: Average=830.7653559449208, Max=831.4055299629354, Min=830.1124767219646
FIFTEEN_MINUTES: Average=830.7328794695404, Max=831.3299521288128, Min=830.0843232953213
FIFTEEN_MINUTES: Average=831.4182045617235, Max=831.8706857932375, Min=830.9635737340201
FIFTEEN_MINUTES: Average=831.9110649931634, Max=832.5824278050263, Min=831.1799103183947
FIFTEEN_MINUTES: Average=832.7115556334132, Max=833.2024252477521, Min=832.0311121745718
