
MINUTE: Average=101.39147800055018, Max=101.53510210167784, Min=101.22349381791894
MINUTE: Average=100.99339199998109, Max=101.11444471210623, Min=100.85727219227823
MINUTE: Average=100.81222510480269, Max=100.90948963398239, Min=100.68530599149882
MINUTE: Average=100.60794091343604, Max=100.77843871491486, Min=100.41779551265118
MINUTE: Average=100.79223853163536, Max=100.97980176560064, Min=100.69910061432412
MINUTE: Average=100.66467845629813, Max=100.84702499738187, Min=100.48093810200386
MINUTE: Average=100.30172096319592, Max=100.64042641283726, Min=99.94112093041036
MINUTE: Average=100.24766666064163, Max=100.45826595374855, Min=100.0185893321535
MINUTE: Average=100.42984930511015, Max=100.54468867103, Min=100.33453304338865
MINUTE: Average=100.43365381198876, Max=100.66314969943473, Min=100.2581830506063
MINUTE: Average=100.59923648145359, Max=100.74494260404799, Min=100.43643726232203
MINUTE: Average=100.52718419301982, Max=100.67185689571933, Min=100.3956178837042
MINUTE: Average=100.69526086792249, Max=100.85268343302378, Min=100.51261801285287
MINUTE: Average=100.65434113010892, Max=100.82891552516683, Min=100.46030277584674
MINUTE: Average=100.62579288748665, Max=100.86531842653176, Min=100.42354269906562
MINUTE: Average=100.42478994229917, Max=100.72334193178567, Min=100.14464528420216
MINUTE: Average=100.1670107076009, Max=100.32560938227222, Min=99.96484230310806
MINUTE: Average=100.252245303171, Max=100.36227137972658, Min=100.1083276606687
MINUTE: Average=99.88932129570917, Max=100.19007613551561, Min=99.72436771526469
MINUTE: Average=99.75243023536244, Max=99.89283181907096, Min=99.58652905727254
MINUTE: Average=99.4302348796525, Max=99.6520158564284, Min=99.20805820464032
MINUTE: Average=99.25830647489187, Max=99.45667303290247, Min=99.14054860692977
MINUTE: Average=99.31186435213041, Max=99.49525176461943, Min=99.16132868491474
MINUTE: Average=99.42132558713965, Max=99.55787818915516, Min=99.26309181941465
MINUTE: Average=99.50236232731032, Max=99.63594427784797, Min=99.34133078463674
MINUTE: Average=99.57901437791351, Max=99.67467378671724, Min=99.4622729948484
MINUTE: Average=99.64175435717807, Max=99.98045184874931, Min=99.46727307380583
MINUTE: Average=99.92740998979129, Max=100.0655454321166, Min=99.82717561405707
MINUTE: Average=99.84969542803334, Max=100.00181758684396, Min=99.67611098378957
MINUTE: Average=99.836066173102, Max=99.98226028340993, Min=99.69002555839218
MINUTE: Average=99.80180337922074, Max=99.89691377049493, Min=99.64385599460768
MINUTE: Average=100.10231887985833, Max=100.35671714961668, Min=99.70659088066735
MINUTE: Average=100.30065236489058, Max=100.40144987536274, Min=100.14148795237455
MINUTE: Average=100.35814109168228, Max=100.4744287114435, Min=100.13916658169305
MINUTE: Average=100.54663500047943, Max=100.63857758138106, Min=100.38866372038471
MINUTE: Average=100.5603856420723, Max=100.69888635699726, Min=100.45901032981834
MINUTE: Average=100.48404043644618, Max=100.61434787794036, Min=100.37611002896583
MINUTE: Average=100.37598449193437, Max=100.47475065239132, Min=100.26279701658326
MINUTE: Average=100.2618827663113, Max=100.44422718568414, Min=100.13585080392588
MINUTE: Average=99.9546428131389, Max=100.1919323886958, Min=99.80427382496362
MINUTE: Average=100.04067886661781, Max=100.23678600735589, Min=99.88536518062689
MINUTE: Average=99.98805309045541, Max=100.08815910768614, Min=99.87317055955246
MINUTE: Average=99.98853392692868, Max=100.12900865147547, Min=99.89286023383735
MINUTE: Average=99.92713123674088, Max=100.07638348617957, Min=99.72455165069437
MINUTE: Average=99.93431823853713, Max=100.0980168420027, Min=99.75076821366135
MINUTE: Average=99.77120273124764, Max=99.87392890338195, Min=99.65010700249736
MINUTE: Average=99.40438572322635, Max=99.76798488551225, Min=99.16743818878629
MINUTE: Average=99.26133292659978, Max=99.33014914699267, Min=99.1720277178985
MINUTE: Average=99.26966687870454, Max=99.51133511400197, Min=99.01174500506792
MINUTE: Average=99.04314742505613, Max=99.13197696585954, Min=98.82676276283023
MINUTE: Average=98.79120589532583, Max=98.85599524676927, Min=98.65295323776134
MINUTE: Average=98.7228291437002, Max=98.8772858552765, Min=98.5858195772052
MINUTE: Average=98.74065597721432, Max=98.86124617427406, Min=98.61612996859925
MINUTE: Average=98.66979710788702, Max=98.77344605051901, Min=98.56509133974588
MINUTE: Average=98.49990174988133, Max=98.6512642819675, Min=98.33421433732276
MINUTE: Average=98.34550734259491, Max=98.64422738698737, Min=98.21344345197883
MINUTE: Average=98.27012519966154, Max=98.3685028199728, Min=98.14643920229754
MINUTE: Average=98.1534122508429, Max=98.27533107872175, Min=98.00764499574676
MINUTE: Average=98.34633806752569, Max=98.52150803701691, Min=98.17516526253411
MINUTE: Average=98.53255197243972, Max=98.70382002955911, Min=98.36824862638854
MINUTE: Average=98.37627291153318, Max=98.53160485196868, Min=98.28181606565042
MINUTE: Average=98.40591348071204, Max=98.60832538657566, Min=98.2728590933412
MINUTE: Average=98.62471953251321, Max=98.7995780058366, Min=98.48705114069132
MINUTE: Average=98.29775816938158, Max=98.54881277570995, Min=98.10075635159193
MINUTE: Average=98.09265429862127, Max=98.18094063797527, Min=98.01993173330186
MINUTE: Average=97.97553696493792, Max=98.06972918972532, Min=97.859122677053
MINUTE: Average=97.88780583079954, Max=98.00761178493417, Min=97.668864558609
MINUTE: Average=97.45354511884473, Max=97.63071305206168, Min=97.2230841837395
MINUTE: Average=97.33871061119362, Max=97.48611647497424, Min=97.1880094640271
MINUTE: Average=97.51483614947551, Max=97.64018241006976, Min=97.3927233927684
MINUTE: Average=97.52317943091604, Max=97.68929997621905, Min=97.29626170461741
MINUTE: Average=97.4542138836387, Max=97.59809780365747, Min=97.30965264928837
MINUTE: Average=97.41852862611685, Max=97.54105917411971, Min=97.25631892377834
MINUTE: Average=97.24007500335352, Max=97.48018753593807, Min=97.05167192222574
MINUTE: Average=97.13227295168205, Max=97.23305863878194, Min=97.05231328105089
MINUTE: Average=97.29357304478613, Max=97.40967597888586, Min=97.16322045608088
MINUTE: Average=97.42465661659249, Max=97.59467183318121, Min=97.2589183209055
MINUTE: Average=97.44286080304765, Max=97.60586525217153, Min=97.31876380558862
MINUTE: Average=97.09484373976281, Max=97.36474013182962, Min=96.92517821902113
MINUTE: Average=97.24042046130619, Max=97.45901304011396, Min=96.96460125209477
MINUTE: Average=97.45925687633044, Max=97.63377388427067, Min=97.28713993139826
MINUTE: Average=97.58589496862687, Max=97.74353675699109, Min=97.37131377820586
MINUTE: Average=97.43274170239975, Max=97.56572220639039, Min=97.29611462869451
MINUTE: Average=97.30143327987443, Max=97.42722315939538, Min=97.17674240941288
MINUTE: Average=97.41541769752472, Max=97.56939543222575, Min=97.24897391372743
MINUTE: Average=97.45911811165874, Max=97.5671619508522, Min=97.37578115128053
MINUTE: Average=97.32696349574826, Max=97.56294393886367, Min=97.08327014950835
MINUTE: Average=97.38412631659985, Max=97.50899480416518, Min=97.25808520654228
MINUTE: Average=97.31692431241478, Max=97.43461572025406, Min=97.20572459234087
MINUTE: Average=97.2310991111707, Max=97.38854330868556, Min=97.07215872533015
MINUTE: Average=96.94853344033635, Max=97.13966762489251, Min=96.79333345882016
MINUTE: Average=97.26157329612933, Max=97.39697473242983, Min=97.11127529254209
MINUTE: Average=97.2704530485314, Max=97.38393656539866, Min=97.17460018822527
MINUTE: Average=97.54359866139973, Max=97.67581972106201, Min=97.28433707890993
MINUTE: Average=97.6364663099477, Max=97.70641767641106, Min=97.53034842787966
MINUTE: Average=97.58283636493304, Max=97.69235530297092, Min=97.43622550313067
MINUTE: Average=97.73265424266036, Max=97.86387514155219, Min=97.54316008669365
MINUTE: Average=97.8091283222419, Max=97.96619111647897, Min=97.5985237549889
MINUTE: Average=97.65120378436298, Max=97.85098296708857, Min=97.4181008078408
MINUTE: Average=97.82929937201604, Max=97.99549423162318, Min=97.66403404445235
MINUTE: Average=98.10765659432123, Max=98.24322243467502, Min=97.97998100293827
MINUTE: Average=97.74024520166319, Max=97.98978825224852, Min=97.38178589807426
MINUTE: Average=97.47892340595128, Max=97.65094819044049, Min=97.32213903399698
MINUTE: Average=97.65954863526878, Max=97.82376303312263, Min=97.55430718572458
MINUTE: Average=97.84422126905359, Max=98.05595053090069, Min=97.66846501173222
MINUTE: Average=97.95079281164249, Max=98.09534880329565, Min=97.78207135849476
MINUTE: Average=97.80277737169644, Max=97.92745857520671, Min=97.6974132455208
MINUTE: Average=97.67858536295802, Max=97.7923848997416, Min=97.56074303927124
MINUTE: Average=97.59220502720896, Max=97.67679083211127, Min=97.43717050771019
MINUTE: Average=97.42426366361101, Max=97.58589265441202, Min=97.29255069188221
MINUTE: Average=97.48823709873007, Max=97.57288378703564, Min=97.37980418652866
MINUTE: Average=97.5533478935465, Max=97.75648483091778, Min=97.37388011948333
MINUTE: Average=97.39149348261915, Max=97.5361210702792, Min=97.24001822380426
MINUTE: Average=97.2691431336055, Max=97.36262882449992, Min=97.16534190136811
MINUTE: Average=97.21060965086602, Max=97.31952336430334, Min=97.08059396015997
MINUTE: Average=96.96792381191736, Max=97.09327257550842, Min=96.8811465617986
MINUTE: Average=96.95509408602958, Max=97.06792829517993, Min=96.82353329118715
MINUTE: Average=96.66374368849651, Max=96.80616736416894, Min=96.53829286752405
MINUTE: Average=96.77989198285688, Max=97.03269664520482, Min=96.55350791398456
MINUTE: Average=96.93045216779248, Max=97.06159680018851, Min=96.76056777377323
MINUTE: Average=96.78971268414826, Max=97.01262163476093, Min=96.61114186670694
MINUTE: Average=96.6155960119387, Max=96.78187211678424, Min=96.48136155710966
MINUTE: Average=96.52586719188886, Max=96.6900861528898, Min=96.35874648142375
MINUTE: Average=96.62005118811452, Max=96.72877648178967, Min=96.47878800535209
MINUTE: Average=96.64880652738239, Max=96.8609332616833, Min=96.42532886427577
MINUTE: Average=96.46921998893244, Max=96.64844038463826, Min=96.28402072541215
MINUTE: Average=96.55913097565897, Max=96.73203808045719, Min=96.42331440438393
MINUTE: Average=96.46015725110004, Max=96.63388964012806, Min=96.25805590577784
MINUTE: Average=96.21999037298164, Max=96.31148765990281, Min=96.09647766051509
MINUTE: Average=96.25120341940047, Max=96.37966817613918, Min=96.02780349279766
MINUTE: Average=96.35337464397921, Max=96.47948646817672, Min=96.22924784156943
MINUTE: Average=96.32214480621401, Max=96.46739266552326, Min=96.16898937603129
MINUTE: Average=96.24226302593178, Max=96.421904221151, Min=95.94288154418068
MINUTE: Average=95.59065784641412, Max=95.92719992851755, Min=95.27279751663808
MINUTE: Average=95.08943071409334, Max=95.32634680204734, Min=94.94527647448398
MINUTE: Average=95.1856610435616, Max=95.3159493234088, Min=95.02775979440433
MINUTE: Average=95.22367187832269, Max=95.35249245025254, Min=95.06917721537162
MINUTE: Average=95.43617814447056, Max=95.56407365797922, Min=95.27491028638953
MINUTE: Average=95.63464966967096, Max=95.72193837576026, Min=95.5418670430289
MINUTE: Average=95.631543406092, Max=95.79745051349695, Min=95.4546820808544
MINUTE: Average=95.65781825458193, Max=95.75484556197249, Min=95.50224009063344
MINUTE: Average=95.69163818475117, Max=95.81160507073004, Min=95.59947125204043
MINUTE: Average=95.68675114312435, Max=95.82637400601458, Min=95.54607391504743
MINUTE: Average=95.72556706918945, Max=95.92440393404215, Min=95.54071808111631
MINUTE: Average=95.73178143943893, Max=95.88190204627615, Min=95.56861365403041
MINUTE: Average=95.71967509994269, Max=95.86096709988139, Min=95.61007874431213
MINUTE: Average=95.83950638567033, Max=95.9590312753008, Min=95.67355141341287
MINUTE: Average=95.79645995981429, Max=95.95317181166655, Min=95.6363262342855
MINUTE: Average=95.82753214140604, Max=96.03364791748703, Min=95.6849200622923
MINUTE: Average=96.02723012765644, Max=96.11465075201467, Min=95.92018273473207
MINUTE: Average=96.0683008720329, Max=96.2110943749711, Min=95.93272311732767
MINUTE: Average=95.89425584911146, Max=96.08610311156956, Min=95.73046773360531
MINUTE: Average=95.74077841311835, Max=95.96293049034958, Min=95.53248179477558
MINUTE: Average=95.54042139959921, Max=95.65288537306832, Min=95.44166779494847
MINUTE: Average=95.61387861537219, Max=95.84992636338549, Min=95.46153056351058
MINUTE: Average=95.76289163299121, Max=95.90138063624069, Min=95.56385599004398
MINUTE: Average=95.73049591743269, Max=95.82995730781089, Min=95.59577208402993
MINUTE: Average=95.68065481385685, Max=95.78083721202668, Min=95.56642658713648
MINUTE: Average=95.60261249149967, Max=95.77954590003239, Min=95.47428403192492
MINUTE: Average=95.41643981255773, Max=95.57431135086321, Min=95.29243026591064
MINUTE: Average=95.22767047231015, Max=95.44894529472238, Min=95.0883436950525
MINUTE: Average=95.25600512644873, Max=95.35561885596996, Min=95.16495856825823
MINUTE: Average=95.17861907156954, Max=95.30755068350595, Min=95.01336347063915
MINUTE: Average=94.9903966258377, Max=95.11377893101985, Min=94.8990832545219
MINUTE: Average=94.9279733044672, Max=95.07274356896292, Min=94.682492458351
MINUTE: Average=94.65244617420922, Max=94.76102935506098, Min=94.48802502624967
MINUTE: Average=94.4027248346837, Max=94.68445726037787, Min=94.15222632876545
MINUTE: Average=94.16054626672808, Max=94.29232010557637, Min=94.08080633998905
MINUTE: Average=94.3750705686215, Max=94.58497390544379, Min=94.13186977309182
MINUTE: Average=94.49799289598468, Max=94.68921415705542, Min=94.38328810296066
MINUTE: Average=94.66020203948196, Max=94.77179937111542, Min=94.54846285159064
MINUTE: Average=94.47519888228436, Max=94.58173866108638, Min=94.33847554871905
MINUTE: Average=94.4917914285587, Max=94.6954398402926, Min=94.33491609369267
MINUTE: Average=94.83483840587296, Max=94.97306638759198, Min=94.65369525048062
MINUTE: Average=95.15921734722639, Max=95.32949940161531, Min=94.9230371065356
MINUTE: Average=95.06363588948265, Max=95.24678673798252, Min=94.96898933263944
MINUTE: Average=94.8889667628036, Max=95.3199712177894, Min=94.60526100137922
MINUTE: Average=94.65111042617474, Max=94.84069214343027, Min=94.45423342306542
MINUTE: Average=94.464328559081, Max=94.62495424821071, Min=94.29832255251779
MINUTE: Average=94.63730117146628, Max=94.76187598439479, Min=94.43500672371738
MINUTE: Average=94.49636820323916, Max=94.63984206995893, Min=94.27455497675807
MINUTE: Average=94.16872921414343, Max=94.34804029123823, Min=93.97641449477311
MINUTE: Average=94.09547545916747, Max=94.28672861860966, Min=93.89788614748909
MINUTE: Average=94.04093763655625, Max=94.15647003892343, Min=93.92677762027719
MINUTE: Average=94.0928870383184, Max=94.33534413850542, Min=93.88760650904004
MINUTE: Average=94.27032270246325, Max=94.40082021922058, Min=94.12456751938657
MINUTE: Average=94.39131326733178, Max=94.49166718165442, Min=94.27121683124258
MINUTE: Average=94.42068624344991, Max=94.53585282512942, Min=94.3028807752799
MINUTE: Average=94.57803425568612, Max=94.67343838550151, Min=94.46949895708657
MINUTE: Average=94.66681241441492, Max=94.80153928313261, Min=94.57151404847063
MINUTE: Average=94.67890018524947, Max=94.82740364301849, Min=94.42133119065116
MINUTE: Average=94.18969528893665, Max=94.42338978511555, Min=94.08970184806527
MINUTE: Average=94.36928787322606, Max=94.48989064878275, Min=94.29332475320479
MINUTE: Average=94.23378221015793, Max=94.40669893600865, Min=94.09295719440057
MINUTE: Average=94.05844643461492, Max=94.18647756642345, Min=93.9460179844865
MINUTE: Average=94.3786594654889, Max=94.66222790963863, Min=94.0511315262785
MINUTE: Average=94.39721845796537, Max=94.61305935193487, Min=94.17281288244764
MINUTE: Average=94.467916659687, Max=94.57029238532017, Min=94.31415617066713
MINUTE: Average=94.63547143021006, Max=94.72638327292618, Min=94.53963650713152
MINUTE: Average=94.71767119842302, Max=94.84109148070708, Min=94.52732250710429
MINUTE: Average=94.8246364096486, Max=94.95365138097893, Min=94.72464254123534
MINUTE: Average=94.98256021403982, Max=95.07443457366499, Min=94.83273365952819
MINUTE: Average=94.97382195360896, Max=95.1077674428579, Min=94.88846519320907
MINUTE: Average=94.9290700115729, Max=95.12417112800375, Min=94.63704506921562
MINUTE: Average=94.63901463285434, Max=94.70807696757726, Min=94.56324307320847
MINUTE: Average=94.82654778984582, Max=95.12124224468499, Min=94.56701228090833
MINUTE: Average=94.98393304839755, Max=95.13344995507677, Min=94.81948928331148
MINUTE: Average=95.03143682358801, Max=95.2136631842649, Min=94.89393265887792
MINUTE: Average=95.05186135261924, Max=95.23461168285405, Min=94.83933915879227
MINUTE: Average=94.93475315907611, Max=95.02330116935482, Min=94.8169378634885
MINUTE: Average=94.87474620695808, Max=94.96288237241352, Min=94.72285582872186
MINUTE: Average=94.8810992675882, Max=95.02226851617854, Min=94.77040056974292
MINUTE: Average=95.06651715850268, Max=95.16320721249755, Min=94.97039702939858
MINUTE: Average=95.29548748585877, Max=95.56451673130424, Min=95.05652197962287
MINUTE: Average=95.51452338778641, Max=95.65433788682151, Min=95.3602062544842
MINUTE: Average=95.45612734407867, Max=95.65360056777145, Min=95.2873581609781
MINUTE: Average=95.42929353702661, Max=95.51622635776957, Min=95.31921073466869
MINUTE: Average=95.68924235066112, Max=95.83064247495332, Min=95.48055199475624
MINUTE: Average=95.8333213953731, Max=95.9877307873442, Min=95.62954267776126
MINUTE: Average=95.62417794670844, Max=95.77853867715582, Min=95.48768539028062
MINUTE: Average=95.78815959831198, Max=95.9060783297376, Min=95.66829284197851
MINUTE: Average=95.72708194997526, Max=95.85705878755422, Min=95.60648916115493
MINUTE: Average=96.0489056601491, Max=96.2148780394993, Min=95.75344420483856
MINUTE: Average=96.36901421016555, Max=96.49248930868218, Min=96.17530072657304
MINUTE: Average=96.22424350584089, Max=96.39460132258084, Min=96.09410522115138
MINUTE: Average=96.07064760091397, Max=96.166080277053, Min=95.99449363773573
MINUTE: Average=96.04420415361018, Max=96.24512032944804, Min=95.91798951152494
MINUTE: Average=96.16058684168642, Max=96.42410165812632, Min=96.03666631018474
MINUTE: Average=96.51444428028957, Max=96.60446678332174, Min=96.40412797302598
MINUTE: Average=96.84856058250001, Max=97.02994558908036, Min=96.55957449872173
MINUTE: Average=97.20962522670925, Max=97.42070330494373, Min=96.90911156221989
MINUTE: Average=97.2234474243499, Max=97.35664269110868, Min=97.10257117910515
MINUTE: Average=97.11649144764475, Max=97.27991715701165, Min=96.88585156482603
MINUTE: Average=96.8428529027032, Max=97.05403433006272, Min=96.70661062785676
MINUTE: Average=96.97712428276809, Max=97.09791382508394, Min=96.84496533004904
MINUTE: Average=96.83757783951269, Max=97.05738196718515, Min=96.6674854323578
MINUTE: Average=96.9377724995315, Max=97.08201544662319, Min=96.77814628595324
MINUTE: Average=96.99837122648715, Max=97.24181212965775, Min=96.86772357561901
MINUTE: Average=97.29770581360337, Max=97.41935304601316, Min=97.18317709746925
MINUTE: Average=97.13029315526269, Max=97.37406168605898, Min=96.96160700925641
MINUTE: Average=97.11860218362298, Max=97.1923181256637, Min=97.05182981951066
MINUTE: Average=97.20330182569784, Max=97.28669847836024, Min=97.06452475735296
MINUTE: Average=97.30739738445159, Max=97.47925784299477, Min=97.12078800835383
MINUTE: Average=97.04669581821422, Max=97.1379423302656, Min=96.91819935215453
MINUTE: Average=96.99988807573442, Max=97.10415736182699, Min=96.88154489020785
MINUTE: Average=97.1806291395332, Max=97.32632162642855, Min=96.9979238470673
MINUTE: Average=97.14537953978116, Max=97.26105349603496, Min=96.9668093310881
MINUTE: Average=97.226937325725, Max=97.3966240044315, Min=97.08563638934366
MINUTE: Average=97.59358536324193, Max=97.76402480295125, Min=97.44351426616387
MINUTE: Average=97.557883610445, Max=97.73563145022153, Min=97.42972731161187
MINUTE: Average=97.45581263540682, Max=97.60799999170867, Min=97.24085938652938
MINUTE: Average=97.39128055659768, Max=97.50969391958797, Min=97.2541097213516
FIFTEEN_MINUTES: Average=96.33088950083058, Max=97.18467016350522, Min=95.47349924503256
FIFTEEN_MINUTES: Average=95.41183581464101, Max=96.0522996090032, Min=94.77928022302214
FIFTEEN_MINUTES: Average=95.17973085259267, Max=95.85390156173304, Min=94.3343020775262
FIFTEEN_MINUTES: Average=95.1320435889864, Max=95.79510870003935, Min=93.82284238173145
FIFTEEN_MINUTES: Average=94.91644516493547, Max=95.6566619212609, Min=93.64742508919599
FIFTEEN_MINUTES: Average=95.86512677209649, Max=96.3032001090168, Min=95.27823200067336
FIFTEEN_MINUTES: Average=95.58957650437196, Max=96.06019538592261, Min=95.1053084003945
FIFTEEN_MINUTES: Average=96.21901828134595, Max=96.83096717662278, Min=95.17241025241192
FIFTEEN_MINUTES: Average=96.46800961343705, Max=97.01265348328752, Min=96.06152853494189
FIFTEEN_MINUTES: Average=95.61537854542136, Max=96.62524664097563, Min=94.24340867568796
FIFTEEN_MINUTES: Average=94.36236005637063, Max=94.73963424087135, Min=93.82312718686723
FIFTEEN_MINUTES: Average=94.59304217174407, Max=95.01856552163171, Min=94.10319139072887
FIFTEEN_MINUTES: Average=94.3434972464008, Max=94.71561302044694, Min=93.90554901848316
FIFTEEN_MINUTES: Average=93.96425169196668, Max=94.83849527118647, Min=93.3322935938965
FIFTEEN_MINUTES: Average=93.51113193839349, Max=93.8971725347464, Min=93.09085280232273
FIFTEEN_MINUTES: Average=93.33608660143531, Max=94.03913012728256, Min=92.75668011678819
FIFTEEN_MINUTES: Average=92.98576212497508, Max=93.67237990317051, Min=92.60599260207017
FIFTEEN_MINUTES: Average=92.6270014557119, Max=93.17051457213586, Min=91.56475100407198
FIFTEEN_MINUTES: Average=91.56889968202398, Max=92.06768125902886, Min=91.14991911453397
FIFTEEN_MINUTES: Average=91.3401328238025, Max=91.89375852728443, Min=90.76942158417222
FIFTEEN_MINUTES: Average=91.03324920321595, Max=91.58833349699307, Min=90.43438846473488
FIFTEEN_MINUTES: Average=92.8236626741551, Max=93.52330824998879, Min=91.3582169503823
FIFTEEN_MINUTES: Average=92.1059521250797, Max=92.89219650286785, Min=91.41128152743515
FIFTEEN_MINUTES: Average=91.97790331498531, Max=92.53616744361645, Min=91.36010842339506
FIFTEEN_MINUTES: Average=92.5161507658735, Max=93.2146005502757, Min=91.41775371167886
FIFTEEN_MINUTES: Average=94.44956696309607, Max=95.92442082878402, Min=93.17356639233395
FIFTEEN_MINUTES: Average=96.41968426799158, Max=96.97493187786378, Min=95.74344850268174
FIFTEEN_MINUTES: Average=95.69451479598705, Max=96.37029116426248, Min=95.16048584295822
FIFTEEN_MINUTES: Average=95.55064909856792, Max=95.9048913576274, Min=95.1430355680681
FIFTEEN_MINUTES: Average=95.19260816577298, Max=95.75009275857258, Min=94.70216209102601
FIFTEEN_MINUTES: Average=94.39479458980337, Max=94.90029858141824, Min=93.89324415520794
FIFTEEN_MINUTES: Average=94.85162346617872, Max=95.24168851892951, Min=94.44675714914058
FIFTEEN_MINUTES: Average=94.55079621978834, Max=95.07907185465255, Min=94.0816812683554
FIFTEEN_MINUTES: Average=94.27194437574855, Max=94.71218784366843, Min=93.81825556002585
FIFTEEN_MINUTES: Average=94.9235009184152, Max=95.91019376867463, Min=94.34000709530025
FIFTEEN_MINUTES: Average=94.75256608927133, Max=95.35009751169959, Min=94.27974016300006
FIFTEEN_MINUTES: Average=93.98721696491154, Max=95.32164193337478, Min=93.39045848735263
FIFTEEN_MINUTES: Average=94.3156155324905, Max=94.75322541668602, Min=93.9445644018119
FIFTEEN_MINUTES: Average=95.13974670342714, Max=95.67878564341963, Min=94.37985876480319
FIFTEEN_MINUTES: Average=95.21294664233429, Max=95.67179635621036, Min=94.90343677920988
FIFTEEN_MINUTES: Average=95.43888013060783, Max=95.96477431017699, Min=94.77817648912239
FIFTEEN_MINUTES: Average=94.58970404195746, Max=95.06020772944704, Min=94.0999851500662
FIFTEEN_MINUTES: Average=95.01599619548125, Max=95.33699320367583, Min=94.7163813214856
FIFTEEN_MINUTES: Average=94.84415118702667, Max=95.45883440684628, Min=94.39334222460965
FIFTEEN_MINUTES: Average=94.6494863960176, Max=95.73706591448108, Min=93.41679393979847
FIFTEEN_MINUTES: Average=94.85976217490752, Max=95.5840352337087, Min=94.03713244011001
FIFTEEN_MINUTES: Average=94.84182493729354, Max=95.35894940793601, Min=94.12703944427645
FIFTEEN_MINUTES: Average=94.00391844156577, Max=94.84258798489874, Min=93.36483055256203
